StationID,Date,num_obs,trf,t60cm_max,t60cm_min,rain_sum
110,2016-12-10,96,13.652,12.43,-2.12,0.0
130,2016-12-10,96,13.954,13.51,-2.0,0.0
140,2016-12-10,96,13.031,17.56,-0.9,0.0
150,2016-12-10,96,13.064,14.31,-0.27,0.0
160,2016-12-10,96,12.904,14.28,-1.03,0.0
170,2016-12-10,96,12.006,16.51,-0.73,0.0
180,2016-12-10,96,13.109,14.36,-3.34,0.0
230,2016-12-10,96,13.236,16.58,-0.14,0.0
240,2016-12-10,96,12.499,16.99,-1.84,0.0
250,2016-12-10,96,12.509,20.02,2.67,0.0
260,2016-12-10,96,11.423,18.58,4.35,0.0
270,2016-12-10,96,10.244,17.93,5.778,0.000
280,2016-12-10,96,11.432,19.4,5.63,0.0
290,2016-12-10,96,11.32,18.46,1.86,0.0
302,2016-12-10,96,11.326,17.93,5.78,0.0
303,2016-12-10,96,9.613,21.07,5.82,0.0
304,2016-12-10,96,6.986,20.96,5.63,0.0
310,2016-12-10,0,9.77682040119,20.9574295252,6.10322403223,0.0
320,2016-12-10,96,7.018,20.13,8.47,0.0
330,2016-12-10,96,8.824,21.53,6.98,0.0
340,2016-12-10,96,9.176,22.64,7.51,0.0
350,2016-12-10,96,7.893,23.63,9.49,0.0
360,2016-12-10,96,7.972,22.72,7.13,0.0
380,2016-12-10,96,8.16,22.89,7.72,0.0
390,2016-12-10,96,6.044,22.66,9.66,0.0
405,2016-12-10,96,4.748,22.0,11.78,0.0
410,2016-12-10,96,7.82,23.22,8.11,0.0
420,2016-12-10,96,6.479,23.35,8.08,0.0
430,2016-12-10,0,7.35481013692,22.6558683343,9.01170402117,0.0
440,2016-12-10,96,4.222,24.04,13.13,0.0
450,2016-12-10,96,4.608,24.15,10.55,0.0
460,2016-12-10,96,5.478,23.64,10.54,0.0
470,2016-12-10,96,5.763,23.43,13.12,0.0
480,2016-12-10,96,6.739,23.66,15.2,0.0
490,2016-12-10,96,9.63,22.37,17.46,10.41
