StationID,Date,num_obs,trf,t60cm_max,t60cm_min,rain_sum
110,2021-11-01,96,17.601,24.72,7.52,0.0
130,2021-11-01,96,16.987,23.17,5.42,0.25
140,2021-11-01,96,5.847,23.82,6.36,0.0
150,2021-11-01,96,16.041,23.12,8.18,0.0
160,2021-11-01,96,13.215,22.92,6.54,1.02
170,2021-11-01,96,13.711,23.29,7.86,0.0
180,2021-11-01,96,10.874,21.92,7.6,0.51
230,2021-11-01,96,6.684,23.11,6.72,0.0
240,2021-11-01,96,5.969,23.57,7.19,0.0
250,2021-11-01,96,10.786,24.54,7.17,0.0
260,2021-11-01,96,8.332,24.66,7.93,0.0
270,2021-11-01,96,14.359,28.42,11.63,0.0
280,2021-11-01,96,12.625,24.11,7.56,0.0
290,2021-11-01,96,6.846,24.71,6.05,0.0
302,2021-11-01,96,15.342,24.52,7.99,0.0
303,2021-11-01,96,10.082,22.01,5.43,0.0
304,2021-11-01,96,5.148,22.76,10.55,0.0
310,2021-11-01,0,11.4666754538,24.009831444,7.91447243886,0.0
320,2021-11-01,96,9.811,24.27,8.48,0.0
330,2021-11-01,96,15.082,24.53,10.29,0.0
340,2021-11-01,96,15.783,23.96,9.65,0.0
350,2021-11-01,96,14.926,24.62,11.88,0.0
360,2021-11-01,96,12.169,26.98,12.2,0.0
380,2021-11-01,96,18.152,24.24,10.79,0.0
390,2021-11-01,0,16.081810612,25.3504477699,13.5183773401,0.0
405,2021-11-01,96,16.258,27.81,12.74,0.0
410,2021-11-01,96,9.853,26.16,10.72,0.0
420,2021-11-01,96,16.387,24.97,12.13,0.0
430,2021-11-01,96,14.785,24.9,11.35,0.0
440,2021-11-01,96,12.56,26.04,11.88,0.0
450,2021-11-01,96,12.258,26.66,13.95,0.0
460,2021-11-01,96,16.786,25.52,16.67,0.0
470,2021-11-01,96,17.241,27.09,19.26,0.0
480,2021-11-01,96,14.939,28.05,17.24,0.0
490,2021-11-01,96,13.476,27.31,14.14,0.0
