StationID,Date,num_obs,trf,t60cm_max,t60cm_min,rain_sum
110,2022-06-10,96,14.725,30.89,20.57,4.83
130,2022-06-10,0,12.6402144266,32.4069028518,20.685776658,0.99900136677
140,2022-06-10,96,11.632,32.83,20.11,0.25
150,2022-06-10,96,18.718,33.71,21.84,0.25
160,2022-06-10,96,13.295,32.55,21.91,0.0
170,2022-06-10,96,16.796,32.91,20.3,16.0
180,2022-06-10,96,17.61,32.73,23.76,0.25
230,2022-06-10,96,17.981,32.68,21.21,1.27
240,2022-06-10,96,16.474,32.98,22.06,3.05
250,2022-06-10,96,17.457,33.38,21.2,0.25
260,2022-06-10,96,15.707,34.47,20.77,0.0
270,2022-06-10,96,22.271,33.5,22.65,1.52
280,2022-06-10,96,18.323,34.23,23.07,0.0
290,2022-06-10,96,18.209,33.94,22.26,19.05
302,2022-06-10,96,21.925,32.34,24.11,6.1
303,2022-06-10,96,20.26,33.36,20.59,12.7
304,2022-06-10,0,22.4930231744,32.6270293374,21.7623403676,6.01494483923
310,2022-06-10,0,20.682098537,33.4897539639,22.3794835329,6.52407789029
320,2022-06-10,96,23.74,32.6,22.13,3.56
330,2022-06-10,96,22.616,31.81,22.41,3.05
340,2022-06-10,96,24.486,34.34,23.68,0.25
350,2022-06-10,96,21.713,31.91,22.65,5.59
360,2022-06-10,96,24.269,32.77,24.29,5.08
380,2022-06-10,96,20.77,31.93,23.82,19.05
390,2022-06-10,0,18.6532092473,32.1852811162,22.7560195708,4.81858298699
405,2022-06-10,96,18.592,32.1,23.08,1.27
410,2022-06-10,96,16.672,30.09,21.55,47.75
420,2022-06-10,96,18.169,31.21,24.41,1.02
430,2022-06-10,96,22.086,32.15,23.9,22.61
440,2022-06-10,96,16.861,32.78,22.79,6.1
450,2022-06-10,96,16.741,33.03,20.9,0.76
460,2022-06-10,96,10.993,31.58,22.85,10.16
470,2022-06-10,96,10.859,31.06,22.45,9.65
480,2022-06-10,96,11.431,31.35,22.26,1.27
490,2022-06-10,96,17.58,33.22,21.97,2.54
