StationID,Date,num_obs,trf,t60cm_max,t60cm_min,rain_sum
110,2022-04-12,96,8.691,26.42,17.76,0.0
130,2022-04-12,0,14.3313783,27.2858468163,13.0400836692,0.0
140,2022-04-12,96,13.618,27.05,11.29,0.0
150,2022-04-12,96,26.644,29.47,12.17,0.0
160,2022-04-12,96,19.426,28.32,13.46,0.0
170,2022-04-12,96,21.14,27.49,12.98,0.0
180,2022-04-12,96,15.901,24.99,14.48,0.0
230,2022-04-12,96,24.148,27.3,13.58,0.0
240,2022-04-12,96,23.714,29.75,13.99,0.51
250,2022-04-12,96,22.971,30.08,12.6,0.0
260,2022-04-12,96,23.607,31.8,14.54,0.76
270,2022-04-12,92,21.806,30.65,12.34,0.0
280,2022-04-12,96,25.981,31.15,11.79,0.0
290,2022-04-12,96,23.12,30.04,13.41,0.0
302,2022-04-12,96,23.13,30.41,12.94,0.0
303,2022-04-12,0,24.5976613988,30.0808595933,12.3718834034,0.0
304,2022-04-12,96,24.242,28.82,12.58,0.0
310,2022-04-12,0,25.1661806035,29.8200110602,12.6264453959,0.0
320,2022-04-12,96,23.623,30.37,12.72,0.0
330,2022-04-12,96,24.924,29.77,14.78,0.0
340,2022-04-12,96,22.668,30.75,12.65,0.0
350,2022-04-12,96,25.518,30.44,14.03,0.0
360,2022-04-12,96,25.016,29.1,13.71,0.0
380,2022-04-12,96,23.548,30.06,13.58,0.0
390,2022-04-12,0,24.4036051273,30.0291094517,13.1501280198,0.0
405,2022-04-12,96,21.134,29.18,12.49,0.0
410,2022-04-12,96,23.962,32.01,14.4,0.0
420,2022-04-12,96,27.319,30.2,15.22,0.0
430,2022-04-12,96,27.134,30.75,14.53,1.02
440,2022-04-12,96,22.564,27.46,10.45,0.25
450,2022-04-12,96,26.15,29.69,12.7,0.0
460,2022-04-12,96,22.504,31.05,14.28,0.0
470,2022-04-12,96,25.102,29.78,11.94,0.0
480,2022-04-12,96,26.452,30.99,14.36,0.0
490,2022-04-12,96,23.934,29.38,16.06,0.0
