StationID,Date,num_obs,trf,t60cm_max,t60cm_min,rain_sum
110,2009-05-27,96,13.879,28.51,20.26,0.23
130,2009-05-27,96,16.768,31.46,19.97,4.65
140,2009-05-27,96,15.473,30.09,19.41,4.19
150,2009-05-27,96,24.105,29.17,19.88,0.0
160,2009-05-27,96,18.183,31.64,18.4,0.91
170,2009-05-27,96,18.717,31.12,18.45,0.0
180,2009-05-27,92,18.99,30.41,17.4,2.79
230,2009-05-27,96,24.702,33.52,17.91,0.0
240,2009-05-27,96,19.543,29.78,18.24,1.9
250,2009-05-27,96,20.414,31.43,18.22,0.23
260,2009-05-27,96,18.345,30.56,17.76,0.69
270,2009-05-27,96,18.273,30.26,20.17,22.56
280,2009-05-27,96,22.222,32.76,18.05,0.46
290,2009-05-27,96,19.598,30.87,18.16,14.43
302,2009-05-27,96,22.913,32.19,17.35,7.09
303,2009-05-27,96,24.911,31.1,18.14,0.0
304,2009-05-27,96,21.832,31.27,18.9,0.23
310,2009-05-27,96,26.053,31.06,17.53,0.23
320,2009-05-27,96,23.061,30.58,20.35,14.55
330,2009-05-27,96,20.067,30.64,19.2,18.8
340,2009-05-27,96,23.227,31.93,18.12,9.63
350,2009-05-27,96,24.37,31.11,18.37,0.23
360,2009-05-27,96,22.434,30.09,18.71,0.23
380,2009-05-27,96,25.599,32.03,17.52,0.23
390,2009-05-27,96,23.881,32.01,18.89,4.04
405,2009-05-27,96,20.428,32.28,20.11,31.04
410,2009-05-27,96,17.504,32.11,19.28,39.47
420,2009-05-27,96,16.771,31.91,21.32,3.45
430,2009-05-27,96,23.803,32.66,19.84,37.06
440,2009-05-27,96,13.175,31.33,19.95,15.34
450,2009-05-27,96,24.866,34.35,20.03,20.24
460,2009-05-27,96,23.377,34.81,18.62,9.68
470,2009-05-27,96,22.186,32.97,19.12,4.57
480,2009-05-27,96,26.492,31.47,18.29,0.89
490,2009-05-27,96,24.924,32.81,19.49,0.0
