StationID,Date,num_obs,trf,t60cm_max,t60cm_min,rain_sum
110,2017-05-08,96,27.202,30.47,12.79,0.0
130,2017-05-08,96,27.332,30.28,11.66,0.0
140,2017-05-08,96,26.306,30.27,11.5,0.0
150,2017-05-08,96,25.445,30.09,12.92,0.0
160,2017-05-08,96,0.003,28.33,10.7,0.0
170,2017-05-08,96,26.563,27.9,13.47,0.0
180,2017-05-08,96,25.973,28.58,10.64,0.0
230,2017-05-08,96,26.457,29.52,12.41,0.0
240,2017-05-08,96,24.165,31.57,10.35,0.0
250,2017-05-08,96,26.639,33.83,14.49,0.0
260,2017-05-08,96,26.075,31.59,13.19,0.0
270,2017-05-08,96,27.550,30.35,13.022,0.000
280,2017-05-08,96,26.29,31.99,14.51,0.0
290,2017-05-08,96,21.942,30.73,11.1,0.0
302,2017-05-08,96,27.573,30.35,13.02,0.0
303,2017-05-08,96,27.062,30.74,11.59,0.0
304,2017-05-08,96,29.34,36.4,13.79,0.0
310,2017-05-08,0,26.3310619006,31.6274709143,13.0041726785,0.0
320,2017-05-08,96,26.195,32.82,12.48,0.0
330,2017-05-08,96,25.654,32.65,14.67,0.0
340,2017-05-08,96,28.911,33.01,12.71,0.0
350,2017-05-08,96,26.685,32.15,15.6,0.0
360,2017-05-08,96,25.251,32.55,13.32,0.0
380,2017-05-08,96,27.234,32.48,15.72,0.0
390,2017-05-08,96,30.033,33.18,15.6,0.0
405,2017-05-08,96,26.785,32.56,10.55,0.0
410,2017-05-08,96,26.398,30.75,12.5,0.0
420,2017-05-08,96,24.842,31.77,14.41,0.0
430,2017-05-08,0,27.3669269109,32.0616473483,11.9839888162,0.0
440,2017-05-08,96,27.315,31.82,11.89,0.0
450,2017-05-08,96,28.383,31.7,10.65,0.0
460,2017-05-08,96,26.913,34.06,12.94,0.0
470,2017-05-08,96,28.731,30.42,14.81,0.0
480,2017-05-08,96,29.529,31.59,14.63,0.0
490,2017-05-08,96,32.667,30.08,16.27,0.0
