StationID,Date,num_obs,trf,t60cm_max,t60cm_min,rain_sum
110,2009-07-20,96,26.911,31.38,16.96,0.0
130,2009-07-20,96,29.448,30.9,18.36,0.0
140,2009-07-20,96,28.243,30.3,17.26,0.23
150,2009-07-20,96,23.367,30.66,19.2,0.0
160,2009-07-20,96,26.077,33.17,15.64,0.0
170,2009-07-20,96,23.452,32.28,21.05,0.0
180,2009-07-20,96,16.821,31.75,19.96,0.0
230,2009-07-20,96,23.986,33.81,20.89,0.0
240,2009-07-20,96,20.299,32.66,22.22,0.0
250,2009-07-20,96,19.771,32.75,22.02,0.69
260,2009-07-20,96,20.016,32.02,21.62,0.0
270,2009-07-20,96,19.13,33.12,21.74,0.0
280,2009-07-20,96,19.289,32.75,21.56,7.29
290,2009-07-20,96,14.2,31.46,20.12,0.91
302,2009-07-20,96,18.154,32.75,19.96,1.83
303,2009-07-20,96,20.426,32.28,22.36,3.25
304,2009-07-20,96,15.759,31.61,21.82,3.02
310,2009-07-20,96,19.512,32.27,20.81,13.79
320,2009-07-20,96,16.084,31.91,21.82,1.37
330,2009-07-20,96,16.98,32.59,21.57,7.85
340,2009-07-20,96,14.586,29.87,20.37,0.46
350,2009-07-20,96,19.682,31.49,19.08,39.14
360,2009-07-20,96,19.046,30.83,21.08,5.77
380,2009-07-20,96,7.184,32.62,19.58,15.34
390,2009-07-20,96,14.916,31.81,20.27,8.86
405,2009-07-20,96,15.184,30.38,20.9,0.46
410,2009-07-20,96,20.004,31.83,19.78,8.18
420,2009-07-20,96,18.953,32.94,22.23,0.46
430,2009-07-20,96,23.433,31.65,20.18,0.0
440,2009-07-20,96,14.534,34.46,20.62,0.23
450,2009-07-20,96,12.572,32.59,20.71,1.83
460,2009-07-20,96,11.341,29.81,20.96,4.65
470,2009-07-20,96,9.919,30.13,20.7,3.2
480,2009-07-20,96,23.314,31.73,20.68,17.48
490,2009-07-20,96,13.332,31.03,19.88,13.39
