StationID,Date,num_obs,trf,t60cm_max,t60cm_min,rain_sum
110,2015-12-22,96,3.343,21.59,18.65,18.03
130,2015-12-22,96,3.843,20.82,17.58,38.86
140,2015-12-22,96,5.031,23.07,18.01,18.29
150,2015-12-22,96,3.678,20.04,16.62,30.73
160,2015-12-22,96,5.891,20.42,16.52,28.45
170,2015-12-22,96,6.318,20.56,17.66,48.77
180,2015-12-22,96,4.24,21.73,16.85,21.08
230,2015-12-22,96,6.757,24.41,18.67,12.19
240,2015-12-22,96,8.417,25.91,19.12,11.68
250,2015-12-22,96,8.708,26.74,17.96,0.0
260,2015-12-22,96,10.279,26.88,18.96,3.3
270,2015-12-22,96,6.693,28.57,20.222,0.000
280,2015-12-22,96,8.783,27.23,18.84,8.61
290,2015-12-22,96,7.245,25.78,18.12,0.51
302,2015-12-22,96,10.273,28.57,20.22,0.0
303,2015-12-22,96,10.735,28.18,18.5,0.46
304,2015-12-22,96,9.87,28.85,20.3,0.23
310,2015-12-22,0,9.69981707179,27.9791616869,18.9201490901,3.13341470907
320,2015-12-22,96,6.733,29.09,19.86,0.0
330,2015-12-22,96,10.201,28.14,20.42,0.0
340,2015-12-22,96,10.247,28.99,19.82,0.23
350,2015-12-22,96,9.582,29.14,20.21,0.0
360,2015-12-22,96,9.238,28.6,19.67,0.46
380,2015-12-22,96,8.128,29.63,20.69,0.51
390,2015-12-22,96,7.702,29.13,18.67,0.0
405,2015-12-22,96,8.105,29.07,18.77,0.0
410,2015-12-22,96,9.384,28.05,20.03,0.0
420,2015-12-22,96,8.493,29.85,19.6,0.0
430,2015-12-22,0,9.291550388,28.6760099025,19.5793223301,0.0780134904081
440,2015-12-22,96,8.183,28.66,19.42,0.0
450,2015-12-22,96,10.948,29.16,20.22,0.76
460,2015-12-22,96,10.09,29.61,19.97,0.0
470,2015-12-22,96,10.289,29.35,19.98,3.51
480,2015-12-22,96,11.941,29.56,18.09,6.32
490,2015-12-22,96,12.428,27.18,21.64,13.51
