StationID,Date,num_obs,trf,t60cm_max,t60cm_min,rain_sum
110,2014-05-28,96,16.078,30.20,20.100,80.772
130,2014-05-28,96,20.936,32.55,20.978,0.000
140,2014-05-28,96,24.013,30.54,18.961,2.540
150,2014-05-28,96,25.040,30.05,19.539,0.000
160,2014-05-28,96,19.781,31.88,19.111,0.000
170,2014-05-28,96,15.986,32.14,19.428,1.524
180,2014-05-28,96,20.630,33.76,19.100,0.508
230,2014-05-28,96,13.880,32.29,19.328,2.794
240,2014-05-28,96,19.918,32.83,19.278,0.000
250,2014-05-28,96,16.808,32.74,20.100,0.000
260,2014-05-28,96,17.467,31.38,19.100,0.000
270,2014-05-28,96,21.694,32.55,17.989,0.000
280,2014-05-28,96,23.205,33.97,20.611,0.000
290,2014-05-28,96,20.853,35.00,18.072,14.732
302,2014-05-28,96,23.673,33.35,19.761,0.000
303,2014-05-28,96,22.909,34.28,18.239,0.000
304,2014-05-28,96,18.916,34.43,20.622,0.000
310,2014-05-28,0,0,0,0,0
320,2014-05-28,96,23.080,35.11,20.128,4.572
330,2014-05-28,96,23.780,35.85,20.578,0.000
340,2014-05-28,96,18.589,31.01,17.322,0.000
350,2014-05-28,96,24.052,32.93,19.989,0.762
360,2014-05-28,96,20.550,33.93,20.261,0.000
380,2014-05-28,96,19.201,33.05,19.589,14.986
390,2014-05-28,96,21.849,33.65,19.928,0.000
405,2014-05-28,96,21.970,32.55,20.478,0.000
410,2014-05-28,96,22.601,31.29,19.050,0.000
420,2014-05-28,96,22.012,30.29,23.161,0.000
430,2014-05-28,0,0,0,0,0
440,2014-05-28,96,13.681,30.80,21.128,0.000
450,2014-05-28,96,17.253,34.64,18.450,1.524
460,2014-05-28,96,18.116,34.14,18.672,0.762
470,2014-05-28,96,21.969,33.61,19.822,0.000
480,2014-05-28,96,19.282,33.84,18.489,0.000
490,2014-05-28,96,20.311,34.29,19.078,0.508
