StationID,Date,num_obs,trf,t60cm_max,t60cm_min,rain_sum
110,2021-01-07,96,12.098,17.95,8.58,13.21
130,2021-01-07,96,12.697,15.78,4.31,10.92
140,2021-01-07,96,11.985,21.3,3.22,1.52
150,2021-01-07,96,13.458,12.61,5.42,10.92
160,2021-01-07,96,11.516,13.37,5.33,8.64
170,2021-01-07,96,11.335,17.31,4.5,3.3
180,2021-01-07,96,11.375,16.75,4.91,5.08
230,2021-01-07,96,12.102,21.48,5.32,1.78
240,2021-01-07,96,12.621,20.95,4.19,2.03
250,2021-01-07,96,12.607,21.16,7.77,5.84
260,2021-01-07,96,10.84,21.13,6.34,0.76
270,2021-01-07,96,12.314,21.6,5.74,1.52
280,2021-01-07,96,12.245,20.78,4.58,2.54
290,2021-01-07,96,13.275,21.49,7.32,0.76
302,2021-01-07,96,14.009,22.45,7.58,0.25
303,2021-01-07,96,7.771,21.61,8.3,0.0
304,2021-01-07,96,0.002,22.12,8.16,0.0
310,2021-01-07,0,11.1377906841,21.7175782975,7.74710006304,0.899131388312
320,2021-01-07,96,14.817,22.13,10.23,0.0
330,2021-01-07,96,14.405,22.49,8.27,4.06
340,2021-01-07,96,13.349,22.93,10.46,0.0
350,2021-01-07,96,13.302,22.97,8.03,0.51
360,2021-01-07,96,14.971,23.05,10.83,0.25
380,2021-01-07,96,10.613,24.43,9.71,0.0
390,2021-01-07,96,10.622,22.88,7.29,0.0
405,2021-01-07,96,15.377,24.14,7.47,13.21
410,2021-01-07,96,12.757,23.79,8.5,1.78
420,2021-01-07,96,15.08,23.45,7.88,0.0
430,2021-01-07,96,15.797,24.11,9.29,0.0
440,2021-01-07,96,14.691,24.48,8.11,0.0
450,2021-01-07,96,14.682,26.47,9.29,0.0
460,2021-01-07,96,16.432,24.6,11.91,0.0
470,2021-01-07,96,13.956,25.84,11.75,0.0
480,2021-01-07,96,13.364,24.61,8.97,0.0
490,2021-01-07,96,12.637,25.02,7.87,0.0
