StationID,Date,num_obs,trf,t60cm_max,t60cm_min,rain_sum
110,2011-07-19,96,23.406,34.3,21.84,0.0
130,2011-07-19,96,25.657,34.44,21.58,0.0
140,2011-07-19,96,25.691,33.98,19.23,0.0
150,2011-07-19,96,25.465,32.32,21.25,0.0
160,2011-07-19,96,22.045,35.23,17.89,0.0
170,2011-07-19,96,21.723,34.51,17.72,0.0
180,2011-07-19,96,22.668,35.23,17.47,0.0
230,2011-07-19,96,24.61,35.95,17.69,0.0
240,2011-07-19,96,22.276,34.57,17.96,0.0
250,2011-07-19,96,22.111,35.86,17.87,0.0
260,2011-07-19,96,22.572,34.82,15.37,0.0
270,2011-07-19,96,25.014,32.43,21.08,0.0
280,2011-07-19,96,26.248,35.61,19.08,0.0
290,2011-07-19,96,25.682,33.39,19.78,0.0
302,2011-07-19,96,21.846,35.69,19.66,0.0
303,2011-07-19,96,26.518,34.51,19.01,0.0
304,2011-07-19,96,23.213,34.32,20.24,0.0
310,2011-07-19,96,22.252,34.66,15.96,0.0
320,2011-07-19,96,24.319,33.17,20.22,0.0
330,2011-07-19,96,23.689,34.71,20.23,0.0
340,2011-07-19,96,21.231,32.91,18.38,0.0
350,2011-07-19,96,19.713,33.9,19.83,0.0
360,2011-07-19,96,23.283,34.49,19.95,0.0
380,2011-07-19,96,17.019,33.41,19.64,0.0
390,2011-07-19,96,21.683,33.7,19.78,0.0
405,2011-07-19,96,20.926,34.81,18.45,0.0
410,2011-07-19,96,20.141,35.33,22.24,0.74
420,2011-07-19,96,22.542,32.39,21.74,0.48
430,2011-07-19,96,16.913,33.34,24.27,4.19
440,2011-07-19,96,17.942,32.86,20.79,0.0
450,2011-07-19,96,14.194,33.64,22.83,0.84
460,2011-07-19,96,25.805,35.33,21.01,0.0
470,2011-07-19,96,20.24,34.59,21.19,0.0
480,2011-07-19,96,19.153,34.29,20.96,0.0
490,2011-07-19,96,26.950,34.40,21.122,0.000
