StationID,Date,num_obs,trf,t60cm_max,t60cm_min,rain_sum
110,2011-03-25,96,20.974,25.32,6.79,0.0
130,2011-03-25,96,23.403,26.75,7.59,0.0
140,2011-03-25,96,22.102,26.59,6.82,0.0
150,2011-03-25,96,17.803,22.12,6.88,0.0
160,2011-03-25,96,20.396,27.14,4.14,0.0
170,2011-03-25,96,17.302,25.72,7.87,0.0
180,2011-03-25,96,16.441,26.99,5.86,0.0
230,2011-03-25,96,18.679,30.61,10.39,0.0
240,2011-03-25,96,17.159,27.92,10.49,0.0
250,2011-03-25,96,18.648,28.79,11.09,0.0
260,2011-03-25,96,15.677,26.54,7.02,0.0
270,2011-03-25,96,17.722,26.73,10.69,0.0
280,2011-03-25,96,22.837,32.16,11.94,0.0
290,2011-03-25,96,20.684,29.14,10.65,0.0
302,2011-03-25,96,21.995,30.03,12.09,0.0
303,2011-03-25,96,22.766,29.86,11.32,0.0
304,2011-03-25,96,20.949,30.6,14.65,0.0
310,2011-03-25,96,21.237,30.25,9.09,0.0
320,2011-03-25,96,23.23,29.85,14.51,0.0
330,2011-03-25,96,22.97,29.5,15.16,0.0
340,2011-03-25,96,21.804,29.69,11.23,0.0
350,2011-03-25,96,21.429,28.45,15.05,0.0
360,2011-03-25,96,21.607,30.18,14.77,0.0
380,2011-03-25,96,21.843,30.14,15.36,0.0
390,2011-03-25,96,17.485,30.29,14.0,0.0
405,2011-03-25,96,19.875,30.82,16.19,0.0
410,2011-03-25,96,23.59,30.53,17.58,0.0
420,2011-03-25,96,23.867,30.25,18.26,0.0
430,2011-03-25,96,25.99,31.54,19.0,0.0
440,2011-03-25,96,19.524,30.95,18.07,0.0
450,2011-03-25,96,26.122,30.7,16.55,0.0
460,2011-03-25,96,25.952,30.14,16.71,0.0
470,2011-03-25,96,20.625,31.67,16.71,0.0
480,2011-03-25,96,17.76,30.85,18.15,0.0
490,2011-03-25,96,19.119,28.28,15.39,0.0
