StationID,Date,num_obs,trf,t60cm_max,t60cm_min,rain_sum
110,2022-08-24,96,8.543,29.61,22.17,18.29
130,2022-08-24,0,11.3852350831,30.1305513764,22.7071987494,5.76577119816
140,2022-08-24,96,10.817,30.03,22.44,4.57
150,2022-08-24,96,16.481,34.48,20.74,0.0
160,2022-08-24,96,14.369,30.67,23.59,0.0
170,2022-08-24,96,12.389,30.63,22.12,0.0
180,2022-08-24,96,14.216,30.74,23.28,0.0
230,2022-08-24,96,14.925,31.85,21.84,0.25
240,2022-08-24,96,15.381,34.52,22.28,0.51
250,2022-08-24,96,17.558,33.21,22.08,21.34
260,2022-08-24,96,14.929,31.72,22.39,0.0
270,2022-08-24,96,16.188,36.29,21.97,11.18
280,2022-08-24,96,15.654,34.06,21.75,23.37
290,2022-08-24,96,23.12,36.97,23.78,2.29
302,2022-08-24,96,18.091,35.0,22.2,19.81
303,2022-08-24,96,16.628,34.52,21.45,38.35
304,2022-08-24,0,16.0972779168,33.8337774116,21.7188924372,15.9874918684
310,2022-08-24,0,15.976405975,34.659263562,22.0363970025,23.320283222
320,2022-08-24,96,15.702,33.36,21.61,0.51
330,2022-08-24,96,16.269,33.98,22.26,20.83
340,2022-08-24,96,14.162,35.77,22.86,16.51
350,2022-08-24,96,12.455,34.97,22.47,6.35
360,2022-08-24,96,15.369,35.62,23.3,0.0
380,2022-08-24,96,15.165,35.03,22.96,16.76
390,2022-08-24,0,15.3756199193,34.6961661283,22.6282795404,13.2624657141
405,2022-08-24,96,13.351,35.66,23.13,4.06
410,2022-08-24,96,16.331,34.8,22.77,23.11
420,2022-08-24,96,15.059,36.15,22.96,4.83
430,2022-08-24,96,18.238,35.49,23.18,82.3
440,2022-08-24,96,22.305,37.32,24.1,23.11
450,2022-08-24,96,19.195,33.53,21.83,1.02
460,2022-08-24,96,18.865,36.51,22.48,36.32
470,2022-08-24,96,15.359,34.64,22.82,3.81
480,2022-08-24,96,22.098,34.97,23.19,2.03
490,2022-08-24,96,18.732,36.43,24.4,1.02
