StationID,Date,num_obs,trf,t60cm_max,t60cm_min,rain_sum
110,2010-09-14,96,21.582,34.19,19.21,0.0
130,2010-09-14,96,21.293,36.84,21.44,0.0
140,2010-09-14,96,19.881,33.53,20.92,0.0
150,2010-09-14,96,21.692,32.6,23.59,0.94
160,2010-09-14,96,20.971,34.24,19.9,0.0
170,2010-09-14,96,19.691,32.1,18.94,0.0
180,2010-09-14,96,16.19,31.54,17.87,0.0
230,2010-09-14,96,22.86,33.7,21.32,0.0
240,2010-09-14,0,20.23348156,32.3706418663,19.3601557055,0.93053775367
250,2010-09-14,96,19.948,34.4,20.18,0.0
260,2010-09-14,96,20.253,31.76,18.34,0.0
270,2010-09-14,96,20.658,29.93,19.32,3.53
280,2010-09-14,96,24.081,33.29,22.37,0.0
290,2010-09-14,96,19.105,30.75,18.01,0.0
302,2010-09-14,96,21.556,35.06,18.2,0.0
303,2010-09-14,96,18.401,32.37,21.95,0.0
304,2010-09-14,96,16.68,32.66,20.69,0.0
310,2010-09-14,96,18.139,35.14,19.28,0.0
320,2010-09-14,96,18.684,32.4,21.19,0.0
330,2010-09-14,96,20.194,31.6,22.0,0.0
340,2010-09-14,96,20.631,31.53,19.12,0.0
350,2010-09-14,96,18.775,32.31,21.63,0.0
360,2010-09-14,96,19.88,32.85,22.84,0.0
380,2010-09-14,96,13.98,31.45,20.1,0.0
390,2010-09-14,96,19.321,32.45,21.76,0.0
405,2010-09-14,96,17.959,32.12,22.13,0.0
410,2010-09-14,96,20.741,31.78,24.11,0.0
420,2010-09-14,96,20.706,31.08,23.52,0.0
430,2010-09-14,96,23.223,31.13,23.84,29.74
440,2010-09-14,96,20.764,30.93,22.44,0.0
450,2010-09-14,96,24.127,31.79,22.97,0.0
460,2010-09-14,96,22.738,32.02,23.75,0.23
470,2010-09-14,96,22.032,33.18,22.86,0.0
480,2010-09-14,96,15.858,32.99,21.42,0.0
490,2010-09-14,96,16.752,33.02,24.04,0.0
