StationID,Date,num_obs,trf,t60cm_max,t60cm_min,rain_sum
110,2010-09-06,96,20.297,33.07,18.65,0.0
130,2010-09-06,96,23.224,36.95,18.54,0.0
140,2010-09-06,96,21.909,34.39,19.9,0.0
150,2010-09-06,96,14.687,32.14,21.91,0.0
160,2010-09-06,96,17.278,35.68,19.91,0.0
170,2010-09-06,96,10.473,34.66,20.8,0.0
180,2010-09-06,96,10.91,34.19,22.39,0.0
230,2010-09-06,96,12.261,35.36,21.77,0.0
240,2010-09-06,96,12.787,34.58,22.3,37.69
250,2010-09-06,96,10.902,35.1,22.26,0.0
260,2010-09-06,96,10.65,34.3,21.25,3.56
270,2010-09-06,96,12.193,31.64,22.68,0.46
280,2010-09-06,96,11.429,35.72,23.72,0.0
290,2010-09-06,96,11.209,32.6,21.77,6.6
302,2010-09-06,96,14.922,34.67,21.33,27.64
303,2010-09-06,96,14.094,34.19,22.77,14.68
304,2010-09-06,96,16.06,34.34,22.13,16.0
310,2010-09-06,96,11.471,34.66,21.5,4.6
320,2010-09-06,96,16.733,33.81,22.34,59.54
330,2010-09-06,96,15.685,32.86,22.47,30.07
340,2010-09-06,96,19.373,33.69,20.75,11.15
350,2010-09-06,96,13.091,33.69,21.72,41.3
360,2010-09-06,96,14.827,33.2,22.88,0.46
380,2010-09-06,96,13.586,34.32,22.51,30.73
390,2010-09-06,96,14.162,33.47,22.23,16.03
405,2010-09-06,96,18.164,34.82,21.08,8.13
410,2010-09-06,96,18.021,32.84,22.62,4.57
420,2010-09-06,96,20.111,32.43,22.48,4.11
430,2010-09-06,96,18.293,31.34,23.36,97.26
440,2010-09-06,96,15.301,32.25,22.99,72.24
450,2010-09-06,96,11.002,31.77,22.64,8.84
460,2010-09-06,96,18.117,34.69,22.25,10.16
470,2010-09-06,96,16.677,34.44,22.36,14.15
480,2010-09-06,96,17.045,34.02,21.46,12.95
490,2010-09-06,96,12.74,33.12,22.53,26.21
