StationID,Date,num_obs,trf,t60cm_max,t60cm_min,rain_sum
110,2014-04-29,96,16.108,24.77,17.89,130.3
130,2014-04-29,96,17.525,24.24,17.82,151.13
140,2014-04-29,96,20.674,27.77,18.97,14.99
150,2014-04-29,96,16.544,23.2,18.02,37.85
160,2014-04-29,96,21.288,22.69,17.77,31.75
170,2014-04-29,96,12.045,23.98,18.5,37.08
180,2014-04-29,96,15.615,22.35,17.29,46.99
230,2014-04-29,96,19.964,28.74,17.57,6.6
240,2014-04-29,96,22.038,31.29,17.54,24.64
250,2014-04-29,96,25.538,34.63,17.81,0.0
260,2014-04-29,96,24.008,31.78,19.88,39.12
270,2014-04-29,96,15.446,31.58,20.239,23.114
280,2014-04-29,96,24.992,31.82,18.78,4.57
290,2014-04-29,96,23.408,31.08,17.62,0.0
302,2014-04-29,96,25.427,31.58,20.24,23.11
303,2014-04-29,96,25.743,31.48,16.93,0.46
304,2014-04-29,96,26.854,34.24,20.39,5.87
310,2014-04-29,0,24.7037358736,31.6653867668,18.3466468642,6.22910573628
320,2014-04-29,96,24.043,33.78,19.5,20.37
330,2014-04-29,96,25.045,33.55,20.46,36.32
340,2014-04-29,96,24.289,32.89,19.27,23.24
350,2014-04-29,96,21.339,32.47,20.33,8.51
360,2014-04-29,96,22.737,31.76,20.0,17.22
380,2014-04-29,96,24.984,34.44,20.07,18.72
390,2014-04-29,96,24.178,35.39,21.13,16.1
405,2014-04-29,96,21.37,33.69,19.23,17.17
410,2014-04-29,96,25.418,32.98,19.58,2.64
420,2014-04-29,96,23.684,33.63,20.26,0.23
430,2014-04-29,0,23.816003656,33.1632888967,19.369449171,14.0029927491
440,2014-04-29,96,20.13,32.14,18.94,24.23
450,2014-04-29,96,23.911,32.98,19.54,4.47
460,2014-04-29,96,20.758,34.23,20.21,30.2
470,2014-04-29,96,20.049,34.07,20.91,0.0
480,2014-04-29,96,24.472,32.32,19.07,0.0
490,2014-04-29,96,25.098,30.37,24.32,0.51
