StationID,Date,num_obs,trf,t60cm_max,t60cm_min,rain_sum
110,2013-02-23,96,3.159,20.9,13.08,20.32
130,2013-02-23,96,2.492,21.69,13.439,44.450
140,2013-02-23,96,0.869,21.69,13.44,44.45
150,2013-02-23,96,0.74,22.09,16.85,40.89
160,2013-02-23,96,3.013,21.9,17.63,22.35
170,2013-02-23,96,2.293,24.87,16.02,29.72
180,2013-02-23,96,7.397,26.58,16.34,29.46
230,2013-02-23,96,11.349,28.0,15.58,15.24
240,2013-02-23,96,16.942,27.21,18.12,0.69
250,2013-02-23,96,15.372,27.95,15.53,4.7
260,2013-02-23,96,8.969,27.01,15.272,12.700
270,2013-02-23,96,15.262,27.41,16.14,0.0
280,2013-02-23,96,14.019,27.01,15.27,12.7
290,2013-02-23,96,15.938,29.74,18.5,0.0
302,2013-02-23,96,17.713,31.83,17.97,0.0
303,2013-02-23,96,15.244,31.84,16.94,0.46
304,2013-02-23,96,18.283,30.73,19.47,0.0
310,2013-02-23,0,14.9948951269,29.9918548638,17.1202229846,4.35370462873
320,2013-02-23,96,14.741,31.29,17.47,0.0
330,2013-02-23,96,17.721,31.75,19.6,0.0
340,2013-02-23,96,16.46,30.31,17.68,0.0
350,2013-02-23,96,18.407,30.15,20.39,0.46
360,2013-02-23,96,15.823,30.84,19.7,0.0
380,2013-02-23,96,17.966,30.15,17.19,0.0
390,2013-02-23,96,14.421,29.53,18.32,0.0
405,2013-02-23,96,16.254,29.62,18.14,0.0
410,2013-02-23,96,12.907,30.35,15.17,2.84
420,2013-02-23,96,17.662,29.76,18.82,0.0
430,2013-02-23,96,17.446,31.29,20.4,0.0
440,2013-02-23,96,15.187,31.01,17.52,0.0
450,2013-02-23,96,16.99,30.71,15.48,0.0
460,2013-02-23,96,14.936,29.61,22.55,0.0
470,2013-02-23,96,12.497,30.31,18.1,0.0
480,2013-02-23,96,16.933,28.58,20.5,0.0
490,2013-02-23,96,18.434,30.59,18.02,0.0
