StationID,Date,num_obs,trf,t60cm_max,t60cm_min,rain_sum
110,2021-04-04,96,25.003,22.89,4.4,0.0
130,2021-04-04,96,24.263,24.73,3.26,0.0
140,2021-04-04,96,22.657,24.87,3.72,0.0
150,2021-04-04,96,27.014,23.98,5.63,0.0
160,2021-04-04,96,23.92,23.57,4.62,0.0
170,2021-04-04,96,22.835,20.88,6.52,0.0
180,2021-04-04,96,23.86,23.61,4.13,0.0
230,2021-04-04,96,23.507,24.19,5.33,0.0
240,2021-04-04,96,23.081,24.11,3.46,0.0
250,2021-04-04,96,22.065,25.79,6.76,0.0
260,2021-04-04,96,18.816,24.39,6.07,0.0
270,2021-04-04,96,19.648,24.82,5.21,0.0
280,2021-04-04,96,21.659,23.59,4.44,0.0
290,2021-04-04,96,23.873,23.03,6.49,0.0
302,2021-04-04,96,23.545,24.94,5.34,0.0
303,2021-04-04,96,18.448,25.17,8.11,0.0
304,2021-04-04,96,17.631,23.77,9.3,0.0
310,2021-04-04,0,19.9903368034,24.8864806988,7.66846142117,0.0
320,2021-04-04,96,21.677,25.41,10.32,0.0
330,2021-04-04,96,18.991,25.34,7.92,0.0
340,2021-04-04,96,18.971,24.9,10.39,0.0
350,2021-04-04,96,20.018,25.57,8.68,0.0
360,2021-04-04,96,20.302,26.06,11.0,0.0
380,2021-04-04,96,21.1,26.52,11.57,0.0
390,2021-04-04,96,16.354,23.82,10.53,0.0
405,2021-04-04,96,22.692,25.7,11.32,0.0
410,2021-04-04,96,18.19,26.15,9.74,0.0
420,2021-04-04,96,21.726,25.6,9.8,0.0
430,2021-04-04,96,24.647,26.25,12.96,0.0
440,2021-04-04,96,21.612,25.05,11.91,0.0
450,2021-04-04,96,15.167,24.73,12.67,0.0
460,2021-04-04,96,16.786,24.23,17.92,0.0
470,2021-04-04,96,14.651,25.66,13.73,0.0
480,2021-04-04,96,15.057,23.81,12.12,0.0
490,2021-04-04,96,15.24,24.67,10.91,0.0
