StationID,Date,num_obs,trf,t60cm_max,t60cm_min,rain_sum
110,2014-04-07,96,5.208,25.24,13.88,59.69
130,2014-04-07,96,6.968,23.34,13.8,59.44
140,2014-04-07,96,20.537,27.46,17.77,60.45
150,2014-04-07,96,5.41,22.55,17.04,64.52
160,2014-04-07,96,4.336,25.40,17.661,32.766
170,2014-04-07,96,14.607,23.97,20.29,14.99
180,2014-04-07,96,12.574,25.4,17.66,32.77
230,2014-04-07,96,14.495,27.58,17.74,64.52
240,2014-04-07,96,13.553,27.54,17.04,16.26
250,2014-04-07,96,23.595,32.79,17.42,0.0
260,2014-04-07,96,20.307,30.89,17.01,0.0
270,2014-04-07,96,16.353,31.46,16.972,0.000
280,2014-04-07,96,21.657,33.23,15.47,0.0
290,2014-04-07,96,19.345,29.66,18.04,0.76
302,2014-04-07,96,17.217,31.46,16.97,0.0
303,2014-04-07,96,23.996,31.5,14.76,0.0
304,2014-04-07,96,23.309,33.79,18.97,0.0
310,2014-04-07,0,22.6895843698,32.2152011955,15.4360455623,0.126613387867
320,2014-04-07,96,18.897,33.59,17.3,0.69
330,2014-04-07,96,22.415,33.11,19.98,3.56
340,2014-04-07,96,21.366,32.1,17.49,0.46
350,2014-04-07,96,20.507,33.92,18.47,0.53
360,2014-04-07,96,21.952,32.06,16.44,0.48
380,2014-04-07,96,22.356,31.91,19.91,0.48
390,2014-04-07,96,22.408,33.67,19.29,0.69
405,2014-04-07,96,20.08,32.71,18.0,0.0
410,2014-04-07,96,23.008,31.57,16.0,0.0
420,2014-04-07,96,20.376,32.13,17.64,0.69
430,2014-04-07,0,21.5692867302,32.0930802772,17.1076900934,0.156026980816
440,2014-04-07,96,21.48,32.8,14.97,7.85
450,2014-04-07,96,23.027,31.69,16.16,1.91
460,2014-04-07,96,20.985,32.55,19.67,0.0
470,2014-04-07,96,23.124,33.74,17.56,0.0
480,2014-04-07,96,17.035,33.53,15.28,0.46
490,2014-04-07,96,25.679,30.56,22.76,0.0
