StationID,Date,num_obs,trf,t60cm_max,t60cm_min,rain_sum
110,2010-01-14,96,11.691,17.17,-2.17,0.0
130,2010-01-14,96,13.786,15.7,-3.54,0.0
140,2010-01-14,96,13.967,17.29,-4.02,0.0
150,2010-01-14,96,11.507,14.98,-3.24,0.0
160,2010-01-14,96,14.215,18.01,-4.3,0.0
170,2010-01-14,96,12.799,17.97,-4.24,0.0
180,2010-01-14,96,13.971,20.84,-3.53,0.0
230,2010-01-14,95,15.723,21.84,-2.58,0.23
240,2010-01-14,96,13.964,20.98,-1.84,0.0
250,2010-01-14,96,13.782,22.67,-3.9,0.0
260,2010-01-14,96,13.956,20.12,-3.4,0.0
270,2010-01-14,96,14.897,21.02,-0.54,0.0
280,2010-01-14,96,16.128,21.51,-1.06,0.0
290,2010-01-14,96,12.177,24.51,-0.56,0.0
302,2010-01-14,96,13.887,24.03,-2.58,0.0
303,2010-01-14,96,15.997,21.83,-2.27,0.0
304,2010-01-14,96,15.579,22.27,2.14,0.0
310,2010-01-14,96,15.765,22.16,-4.01,0.0
320,2010-01-14,96,15.931,23.01,0.91,0.0
330,2010-01-14,96,15.675,23.63,2.64,0.0
340,2010-01-14,96,15.648,22.11,3.04,0.23
350,2010-01-14,96,16.211,22.2,3.33,0.0
360,2010-01-14,96,16.459,21.69,3.07,0.0
380,2010-01-14,96,16.685,22.57,2.67,0.0
390,2010-01-14,96,15.222,22.66,4.95,0.0
405,2010-01-14,96,12.569,22.31,5.28,0.0
410,2010-01-14,96,12.162,23.5,8.08,0.0
420,2010-01-14,96,14.991,22.25,10.85,1.65
430,2010-01-14,96,16.631,22.07,6.85,0.0
440,2010-01-14,96,16.03,22.79,8.12,0.0
450,2010-01-14,96,11.991,23.68,5.28,0.0
460,2010-01-14,96,15.116,23.0,4.85,0.0
470,2010-01-14,96,14.863,23.49,4.76,0.0
480,2010-01-14,96,15.726,22.6,4.12,0.0
490,2010-01-14,96,15.211,24.26,3.88,0.0
