StationID,Date,num_obs,trf,t60cm_max,t60cm_min,rain_sum
110,2012-11-23,96,14.276,22.77,6.27,0.0
130,2012-11-23,96,13.323,23.84,4.64,0.0
140,2012-11-23,96,14.065,22.95,3.24,0.0
150,2012-11-23,96,12.411,23.93,4.03,0.0
160,2012-11-23,96,11.732,24.36,1.19,0.0
170,2012-11-23,96,12.239,23.93,1.22,0.0
180,2012-11-23,96,13.949,23.28,-0.3,0.0
230,2012-11-23,96,15.661,24.8,0.17,0.0
240,2012-11-23,96,14.954,22.72,-0.62,0.0
250,2012-11-23,96,14.561,23.13,-0.46,0.0
260,2012-11-23,96,14.107,23.02,0.25,0.0
270,2012-11-23,96,15.758,22.98,-0.1,0.0
280,2012-11-23,96,17.083,25.61,1.12,0.0
290,2012-11-23,96,11.072,21.88,1.73,0.0
302,2012-11-23,96,15.941,23.59,0.93,0.0
303,2012-11-23,96,15.895,23.06,-0.59,0.0
304,2012-11-23,95,14.354,22.25,4.35,0.0
310,2012-11-23,0,16.1654676906,23.7250115495,1.0735166354,0.0
320,2012-11-23,96,15.944,23.01,1.54,0.0
330,2012-11-23,96,14.993,22.95,3.2,0.0
340,2012-11-23,96,15.536,23.36,5.13,0.0
350,2012-11-23,96,15.894,22.76,4.95,0.0
360,2012-11-23,96,15.443,22.41,3.59,0.0
380,2012-11-23,96,15.388,24.19,1.69,0.0
390,2012-11-23,96,15.504,23.62,5.68,0.0
405,2012-11-23,96,16.509,22.53,4.69,0.0
410,2012-11-23,96,15.437,24.03,7.89,0.0
420,2012-11-23,96,15.81,24.31,7.29,0.0
430,2012-11-23,96,17.871,23.78,8.14,0.0
440,2012-11-23,96,16.574,25.62,13.02,0.0
450,2012-11-23,96,16.15,23.72,8.04,0.0
460,2012-11-23,96,15.669,24.64,11.86,0.0
470,2012-11-23,96,17.951,25.55,5.07,0.0
480,2012-11-23,96,16.649,25.13,5.48,0.0
490,2012-11-23,96,15.808,24.47,7.88,0.0
