StationID,Date,num_obs,trf,t60cm_max,t60cm_min,rain_sum
110,2021-09-15,96,7.972,23.28,21.95,75.69
130,2021-09-15,96,8.202,24.7,22.07,38.35
140,2021-09-15,96,14.716,31.99,21.03,0.51
150,2021-09-15,96,11.27,27.89,22.85,6.6
160,2021-09-15,96,10.661,28.05,21.6,29.97
170,2021-09-15,96,7.814,28.57,22.78,40.13
180,2021-09-15,96,14.36,30.48,22.03,8.64
230,2021-09-15,96,15.686,32.89,21.63,0.25
240,2021-09-15,96,13.758,31.29,20.63,4.32
250,2021-09-15,96,11.177,32.6,21.44,0.76
260,2021-09-15,96,9.865,31.49,21.34,18.54
270,2021-09-15,96,12.114,32.66,21.58,0.51
280,2021-09-15,96,13.146,32.12,20.8,13.46
290,2021-09-15,96,10.744,30.98,21.07,0.0
302,2021-09-15,96,12.609,33.13,20.97,10.16
303,2021-09-15,96,12.215,31.93,21.61,2.29
304,2021-09-15,96,9.204,33.34,21.66,0.76
310,2021-09-15,0,13.6454052337,32.3721651691,21.5447698583,5.41594737154
320,2021-09-15,96,11.6,33.46,21.91,9.91
330,2021-09-15,96,15.949,32.43,21.87,22.61
340,2021-09-15,96,15.551,33.16,21.32,2.79
350,2021-09-15,96,14.422,36.79,22.86,8.64
360,2021-09-15,96,16.48,33.37,22.37,0.25
380,2021-09-15,96,17.615,34.96,22.01,0.25
390,2021-09-15,0,16.413809787,32.9267734135,22.1733323416,8.88837103999
405,2021-09-15,96,10.743,32.03,20.14,0.25
410,2021-09-15,96,18.777,32.29,20.48,0.25
420,2021-09-15,96,11.836,33.64,21.39,0.76
430,2021-09-15,96,16.613,33.25,21.01,0.51
440,2021-09-15,96,16.132,33.34,21.91,37.34
450,2021-09-15,96,19.142,34.27,22.17,0.0
460,2021-09-15,96,20.342,31.77,22.98,5.33
470,2021-09-15,96,17.451,33.24,23.05,0.0
480,2021-09-15,96,21.463,31.36,22.57,1.02
490,2021-09-15,96,20.21,33.2,21.93,1.27
