StationID,Date,num_obs,trf,t60cm_max,t60cm_min,rain_sum
110,2021-12-13,96,8.643,23.21,5.89,0.0
130,2021-12-13,96,9.654,19.99,5.76,0.0
140,2021-12-13,96,3.326,17.9,13.88,0.0
150,2021-12-13,96,10.271,15.98,7.98,0.0
160,2021-12-13,96,7.495,17.11,9.69,0.0
170,2021-12-13,96,5.248,19.4,12.02,0.0
180,2021-12-13,96,7.575,16.24,10.35,0.0
230,2021-12-13,96,4.315,17.89,12.62,0.0
240,2021-12-13,96,2.97,18.54,11.08,0.76
250,2021-12-13,96,5.283,26.82,14.59,0.0
260,2021-12-13,96,2.666,22.26,14.15,0.0
270,2021-12-13,96,10.717,29.96,16.98,0.0
280,2021-12-13,96,5.776,25.76,16.15,0.0
290,2021-12-13,96,2.982,21.51,14.16,0.0
302,2021-12-13,96,2.932,23.27,14.86,0.0
303,2021-12-13,96,8.616,27.54,13.45,0.0
304,2021-12-13,96,5.601,27.35,15.37,0.0
310,2021-12-13,0,7.66172028247,27.0246953582,15.0663358898,0.0
320,2021-12-13,96,4.468,25.35,14.69,0.25
330,2021-12-13,96,8.573,28.22,16.13,0.0
340,2021-12-13,96,9.027,27.46,15.55,0.0
350,2021-12-13,96,10.006,27.64,14.36,0.0
360,2021-12-13,96,8.53,27.8,16.22,0.0
380,2021-12-13,96,12.045,29.28,15.19,0.51
390,2021-12-13,0,10.4690843078,27.9500787932,17.1181661567,0.0
405,2021-12-13,96,8.049,29.03,16.59,0.0
410,2021-12-13,96,8.391,27.92,15.82,0.0
420,2021-12-13,96,12.241,28.75,16.7,0.0
430,2021-12-13,96,10.75,28.61,16.67,0.0
440,2021-12-13,96,10.689,29.07,17.57,0.0
450,2021-12-13,96,12.732,28.3,18.9,0.0
460,2021-12-13,96,12.579,27.69,17.46,0.25
470,2021-12-13,96,13.27,28.03,19.14,0.0
480,2021-12-13,96,11.995,29.3,19.02,3.05
490,2021-12-13,0,12.2931723617,29.0179489428,17.1242719221,1.12246505541
