 Run: data/cwarner/testloc3           
 
  YR DOY Day     d_TW     d_RW    TW    RW    N_TOP   N_ROOT Tact Ract Topt Ropt  NDemand  NUptake  NSupply  NSUF  WSUF NupCum
2003 123  33 0.177462 0.107884   3.7   2.6 0.062270 0.028035 1.70 1.10 1.70 1.10 0.004977 0.004977 0.005138 1.000 1.000  0.075
2003 124  34 0.187183 0.109521   3.9   2.7 0.065954 0.029587 1.71 1.11 1.71 1.11 0.005236 0.005236 0.005340 1.000 1.000  0.080
2003 125  35 0.197128 0.109730   4.1   2.8 0.069858 0.031170 1.72 1.12 1.72 1.12 0.005488 0.005488 0.005546 1.000 1.000  0.085
2003 126  36 0.207331 0.107907   4.3   2.9 0.073992 0.032761 1.74 1.14 1.74 1.14 0.005725 0.005725 0.005749 1.000 1.000  0.091
2003 127  37 0.217767 0.103028   4.5   3.0 0.078363 0.034325 1.75 1.15 1.75 1.15 0.005934 0.005934 0.005948 1.000 1.000  0.097
2003 128  38 0.228430 0.049397   4.7   3.0 0.082979 0.035291 1.76 1.16 1.76 1.16 0.005582 0.005582 0.006137 1.000 1.000  0.103
2003 129  39 0.239318 0.115178   4.9   3.1 0.087573 0.036928 1.77 1.17 1.78 1.18 0.006623 0.006231 0.006231 1.000 1.000  0.109
2003 130  40 0.250415 0.105750   5.2   3.3 0.092446 0.038493 1.78 1.18 1.79 1.19 0.007194 0.006438 0.006438 1.000 1.000  0.115
2003 131  41 0.250285 0.111659   5.4   3.4 0.097405 0.040163 1.79 1.19 1.80 1.20 0.007671 0.006628 0.006628 1.000 1.000  0.122
2003 132  42 0.272723 0.082131   5.7   3.4 0.102867 0.041527 1.80 1.20 1.82 1.22 0.008149 0.006826 0.006826 1.000 1.000  0.129
2003 133  43 0.269274 0.098592   6.0   3.5 0.108281 0.043084 1.81 1.21 1.83 1.23 0.008595 0.006972 0.006972 1.000 1.000  0.136
2003 134  44 0.295614 0.118957   6.3   3.7 0.113753 0.044734 1.81 1.22 1.84 1.24 0.009793 0.007123 0.007123 1.000 1.000  0.143
2003 135  45 0.307607 0.111416   6.6   3.8 0.119495 0.046319 1.81 1.23 1.85 1.25 0.011077 0.007327 0.007327 1.000 1.000  0.150
2003 136  46 0.319742 0.108952   6.9   3.9 0.125454 0.047877 1.82 1.23 1.87 1.27 0.012463 0.007517 0.007517 1.000 1.000  0.158
2003 137  47 0.332003 0.118389   7.2   4.0 0.131520 0.049513 1.82 1.24 1.88 1.28 0.014122 0.007701 0.007701 1.000 1.000  0.165
2003 138  48 0.344378 0.058717   7.6   4.1 0.138316 0.050601 1.82 1.25 1.89 1.29 0.015177 0.007884 0.007884 1.000 1.000  0.173
2003 139  49 0.356856 0.117641   7.9   4.2 0.144690 0.052184 1.82 1.25 1.91 1.31 0.017163 0.007958 0.007958 1.000 1.000  0.181
2003 140  50 0.369398 0.117103   8.3   4.3 0.151267 0.053761 1.82 1.25 1.92 1.32 0.019433 0.008153 0.008153 1.000 1.000  0.189
2003 141  51 0.382001 0.116295   6.5   4.4 0.111896 0.052709 1.73 1.19 1.93 1.33 0.019340 0.008344 0.008344 1.000 1.000  0.198
2003 142  52 0.103894 0.011544   6.6   4.4 0.118083 0.055053 1.80 1.24 1.95 1.35 0.022729 0.008531 0.008531 1.000 1.000  0.206
2003 143  53 0.236125 0.026236   6.8   4.5 0.124946 0.056732 1.84 1.27 1.96 1.36 0.020624 0.008543 0.008543 1.000 1.000  0.215
2003 144  54 0.385323 0.076551   7.2   4.5 0.132273 0.057986 1.84 1.28 1.97 1.37 0.022207 0.008581 0.008581 1.000 1.000  0.223
2003 145  55 0.391936 0.090452   7.6   4.6 0.139583 0.059357 1.84 1.29 1.99 1.39 0.024199 0.008680 0.008680 1.000 1.000  0.232
2003 146  56 0.398385 0.078221   8.0   4.7 0.147117 0.060615 1.84 1.29 2.00 1.40 0.026176 0.008793 0.008793 1.000 1.000  0.241
2003 147  57 0.281636 0.031293   8.3   4.7 0.154549 0.062088 1.87 1.31 2.01 1.41 0.025154 0.008905 0.008905 1.000 1.000  0.250
2003 148  58 0.291497 0.032389   8.6   4.8 0.162095 0.063505 1.90 1.33 2.02 1.42 0.024317 0.008963 0.008963 1.000 1.000  0.259
2003 149  59 0.339602 0.037734   8.9   4.8 0.169904 0.064704 1.91 1.35 2.04 1.44 0.024565 0.009008 0.009008 1.000 1.000  0.268
2003 150  60 0.423246 0.101501   9.3   4.9 0.177577 0.066095 1.91 1.35 2.05 1.45 0.027507 0.009063 0.009063 1.000 1.000  0.277
2003 151  61 0.415494 0.103574   9.7   5.0 0.185302 0.067591 1.90 1.35 2.06 1.46 0.030336 0.009222 0.009222 1.000 1.000  0.286
2003 152  62 0.425062 0.070744  10.2   5.1 0.193516 0.068761 1.91 1.36 2.08 1.48 0.032864 0.009384 0.009384 1.000 1.000  0.295
2003 153  63 0.417164 0.090742  10.6   5.2 0.201576 0.070197 1.91 1.36 2.09 1.49 0.035418 0.009496 0.009496 1.000 1.000  0.305
2003 154  64 0.277827 0.030870  10.8   5.2 0.209659 0.071747 1.93 1.38 2.10 1.50 0.034290 0.009633 0.009633 1.000 1.000  0.314
2003 155  65 0.439132 0.048792  11.3   5.2 0.218378 0.072678 1.93 1.39 2.12 1.52 0.036790 0.009650 0.009650 1.000 1.000  0.324
2003 156  66 0.369536 0.041060  11.7   5.3 0.226910 0.073876 1.95 1.40 2.13 1.53 0.037802 0.009730 0.009730 1.000 1.000  0.334
2003 157  67 0.479897 0.090614  12.1   5.4 0.235487 0.075080 1.94 1.40 2.14 1.54 0.041968 0.009781 0.009781 1.000 1.000  0.344
2003 158  68 0.194128 0.021570  12.3   5.4 0.243563 0.076921 1.98 1.43 2.15 1.55 0.039003 0.009917 0.009917 1.000 1.000  0.354
2003 159  69 0.412786 0.045865  12.7   5.4 0.252456 0.077984 1.98 1.43 2.17 1.57 0.041079 0.009956 0.009956 1.000 1.000  0.364
2003 160  70 0.363840 0.040427  13.1   5.5 0.261223 0.079217 1.99 1.44 2.18 1.58 0.042083 0.010000 0.010000 1.000 1.000  0.374
2003 161  71 0.345552 0.038395  13.5   5.5 0.269966 0.080507 2.01 1.46 2.19 1.59 0.042716 0.010033 0.010033 1.000 1.000  0.384
2003 162  72 0.428279 0.047587  13.9   5.6 0.279028 0.081519 2.01 1.46 2.21 1.61 0.045390 0.010074 0.010074 1.000 1.000  0.394
2003 163  73 0.523666 0.093020  14.4   5.7 0.288062 0.082635 2.00 1.46 2.22 1.62 0.051001 0.010150 0.010150 1.000 1.000  0.404
2003 164  74 0.372643 0.428811  14.8   6.1 0.292735 0.088249 1.98 1.45 2.23 1.63 0.058810 0.010286 0.010286 1.000 1.000  0.414
2003 165  75 0.374702 0.200194  15.2   6.3 0.300407 0.091420 1.98 1.45 2.25 1.65 0.062976 0.010844 0.010844 1.000 1.000  0.425
2003 166  76 0.376525 0.263350  15.5   6.6 0.307741 0.095196 1.98 1.45 2.25 1.65 0.064776 0.011110 0.011110 1.000 1.000  0.436
2003 167  77 0.378114 0.388864  15.9   6.9 0.313999 0.100347 1.97 1.45 2.24 1.64 0.067149 0.011410 0.011410 1.000 1.000  0.447
2003 168  78 0.379460 0.345728  16.3   7.3 0.321120 0.105116 1.97 1.44 2.23 1.63 0.068459 0.011890 0.011890 1.000 1.000  0.459
2003 169  79 0.340088 0.377888  16.6   7.7 0.328011 0.110528 1.97 1.44 2.23 1.63 0.069007 0.012303 0.012303 1.000 1.000  0.472
2003 170  80 0.353826 0.218076  17.0   7.9 0.337023 0.114254 1.98 1.45 2.22 1.62 0.066729 0.012737 0.012737 1.000 1.000  0.484
2003 171  81 0.343073 0.286173  17.3   8.2 0.345403 0.118832 1.99 1.45 2.22 1.62 0.064865 0.012958 0.012958 1.000 1.000  0.497
2003 172  82 0.337649 0.325311  17.7   8.5 0.353523 0.123938 2.00 1.46 2.21 1.61 0.063249 0.013226 0.013226 1.000 1.000  0.511
2003 173  83 0.382742 0.325468  18.0   8.8 0.362121 0.128887 2.01 1.46 2.21 1.61 0.062105 0.013548 0.013548 1.000 1.000  0.524
2003 174  84 0.382838 0.066343  18.4   8.9 0.373735 0.131102 2.03 1.47 2.20 1.60 0.056417 0.013828 0.013828 1.000 1.000  0.538
2003 175  85 0.382726 0.204577  18.8   9.1 0.383863 0.134812 2.04 1.48 2.19 1.59 0.052598 0.013838 0.013838 1.000 1.000  0.552
2003 176  86 0.382400 0.560953  19.2   9.7 0.390251 0.142464 2.03 1.48 2.19 1.59 0.054355 0.014040 0.014040 1.000 1.000  0.566
2003 177  87 0.381877 0.411570  19.6  10.1 0.398657 0.148621 2.04 1.48 2.18 1.58 0.053427 0.014564 0.014564 1.000 1.000  0.580
2003 178  88 0.381162 0.492662  20.0  10.6 0.406460 0.155749 2.04 1.48 2.18 1.58 0.053149 0.014931 0.014931 1.000 1.000  0.595
2003 179  89 0.380249 0.353904  20.3  10.9 0.416044 0.161514 2.05 1.48 2.17 1.57 0.050208 0.015349 0.015349 1.000 1.000  0.611
2003 180  90 0.360587 0.405991  20.7  11.3 0.425144 0.168038 2.05 1.48 2.16 1.56 0.047249 0.015624 0.015624 1.000 1.000  0.626
2003 181  91 0.339124 0.397718  21.0  11.7 0.434419 0.174707 2.07 1.49 2.16 1.56 0.043446 0.015944 0.015944 1.000 1.000  0.642
2003 182  92 0.291232 0.406549  21.3  12.1 0.443494 0.181877 2.08 1.50 2.15 1.55 0.038601 0.016244 0.016244 1.000 1.000  0.658
2003 183  93 0.375466 0.312917  21.7  12.4 0.454298 0.187611 2.09 1.51 2.15 1.55 0.033299 0.016538 0.016538 1.000 1.000  0.675
2003 184  94 0.295326 0.556617  22.0  13.0 0.462085 0.196527 2.10 1.51 2.14 1.54 0.030102 0.016704 0.016704 1.000 1.000  0.692
2003 185  95 0.372299 0.522714  22.4  13.5 0.470993 0.204689 2.11 1.51 2.14 1.54 0.027347 0.017070 0.017070 1.000 1.000  0.709
2003 186  96 0.370323 0.410642  22.7  13.9 0.481285 0.211781 2.12 1.52 2.13 1.53 0.022370 0.017383 0.017383 1.000 1.000  0.726
2003 187  97 1.226134 0.136237  24.0  14.1 0.500045 0.210611 2.09 1.50 2.13 1.53 0.031158 0.017591 0.017591 1.000 1.000  0.744
2003 188  98 1.482449 0.164717  25.4  14.2 0.519909 0.208413 2.04 1.46 2.12 1.52 0.045304 0.017666 0.017666 1.000 1.000  0.761
2003 189  99 1.309723 0.145525  26.8  14.4 0.538741 0.207299 2.01 1.44 2.12 1.52 0.055567 0.017718 0.017718 1.000 1.000  0.779
2003 190 100 1.491552 0.241189  28.2  14.6 0.557458 0.206377 1.97 1.41 2.11 1.51 0.070750 0.017794 0.017794 1.000 1.000  0.797
2003 191 101 1.521235 0.169026  29.8  14.8 0.576945 0.204809 1.94 1.39 2.10 1.50 0.085174 0.017919 0.017919 1.000 1.000  0.815
2003 192 102 1.398489 0.155388  31.2  14.9 0.595806 0.203950 1.91 1.37 2.10 1.50 0.096776 0.018002 0.018002 1.000 1.000  0.833
2003 193 103 1.483889 0.321091  32.7  15.3 0.613318 0.204513 1.88 1.34 2.09 1.49 0.112312 0.018075 0.018075 1.000 1.000  0.851
2003 194 104 1.689700 0.289519  34.3  15.5 0.632005 0.203953 1.84 1.31 2.09 1.49 0.131118 0.018128 0.018128 1.000 1.000  0.869
2003 195 105 1.715744 0.305571  36.1  15.9 0.650517 0.203644 1.80 1.28 2.08 1.48 0.150437 0.018203 0.018203 1.000 1.000  0.887
2004  91   1 0.000273 0.001417   1.7   0.4 0.014667 0.001975 0.89 0.48 1.30 0.70 0.008586 0.000967 0.000967 0.017 1.000  0.001
2004  92   2 0.000441 0.005996   1.7   0.4 0.015482 0.002130 0.94 0.51 1.31 0.71 0.007900 0.000970 0.000970 0.068 1.000  0.002
2004  93   3 0.000818 0.010831   1.7   0.4 0.016284 0.002312 0.99 0.54 1.32 0.72 0.007219 0.000984 0.000984 0.121 1.000  0.003
2004  94   4 0.001739 0.017180   1.7   0.4 0.017070 0.002534 1.03 0.57 1.33 0.73 0.006607 0.001009 0.001009 0.194 1.000  0.004
2004  95   5 0.002570 0.026285   1.7   0.5 0.017837 0.002815 1.08 0.59 1.34 0.74 0.006017 0.001048 0.001048 0.290 1.000  0.005
2004  96   6 0.004879 0.036131   1.7   0.5 0.018592 0.003169 1.12 0.62 1.35 0.75 0.005532 0.001108 0.001108 0.406 1.000  0.006
2004  97   7 0.007012 0.048539   1.7   0.6 0.019336 0.003615 1.16 0.65 1.36 0.76 0.005104 0.001190 0.001190 0.541 1.000  0.007
2004  98   8 0.012130 0.059823   1.7   0.6 0.020094 0.004157 1.20 0.67 1.37 0.77 0.004805 0.001300 0.001300 0.683 1.000  0.009
2004  99   9 0.017950 0.071624   1.7   0.7 0.020883 0.004804 1.23 0.70 1.38 0.78 0.004603 0.001435 0.001435 0.826 1.000  0.010
2004 100  10 0.025070 0.082263   1.7   0.8 0.021730 0.005553 1.26 0.72 1.39 0.79 0.004485 0.001596 0.001596 0.964 1.000  0.012
2004 101  11 0.029776 0.082473   1.8   0.9 0.022705 0.006356 1.30 0.74 1.41 0.81 0.004302 0.001779 0.001779 1.000 1.000  0.013
2004 102  12 0.033797 0.086081   1.8   0.9 0.023783 0.007239 1.33 0.77 1.42 0.82 0.004052 0.001961 0.001961 1.000 1.000  0.015
2004 103  13 0.038066 0.038355   1.8   1.0 0.025278 0.007893 1.39 0.81 1.43 0.83 0.003316 0.002149 0.002149 1.000 1.000  0.017
2004 104  14 0.041850 0.040635   1.9   1.0 0.026816 0.008580 1.44 0.84 1.45 0.85 0.002478 0.002225 0.002225 1.000 1.000  0.020
2004 105  15 0.038889 0.093162   1.9   1.1 0.027778 0.009552 1.46 0.86 1.46 0.86 0.001933 0.001933 0.002308 1.000 1.000  0.022
2004 106  16 0.033540 0.098549   1.9   1.2 0.028435 0.010503 1.47 0.87 1.47 0.87 0.001608 0.001608 0.002507 1.000 1.000  0.023
2004 107  17 0.049438 0.083578   2.0   1.3 0.029397 0.011381 1.48 0.88 1.48 0.88 0.001839 0.001839 0.002717 1.000 1.000  0.025
2004 108  18 0.054122 0.093853   2.0   1.4 0.030440 0.012371 1.49 0.89 1.49 0.89 0.002034 0.002034 0.002893 1.000 1.000  0.027
2004 109  19 0.064966 0.091764   2.1   1.5 0.031685 0.013382 1.50 0.90 1.50 0.90 0.002256 0.002256 0.003089 1.000 1.000  0.029
2004 110  20 0.070877 0.092380   2.2   1.6 0.033037 0.014423 1.52 0.92 1.52 0.92 0.002393 0.002393 0.003279 1.000 1.000  0.032
2004 111  21 0.068742 0.098171   2.2   1.7 0.034343 0.015520 1.53 0.93 1.53 0.93 0.002403 0.002403 0.003467 1.000 1.000  0.034
2004 112  22 0.082084 0.095997   2.3   1.8 0.035901 0.016641 1.54 0.94 1.54 0.94 0.002679 0.002679 0.003666 1.000 1.000  0.037
2004 113  23 0.089412 0.095492   2.4   1.9 0.037597 0.017785 1.55 0.95 1.55 0.95 0.002839 0.002839 0.003859 1.000 1.000  0.040
2004 114  24 0.096353 0.096814   2.5   2.0 0.039425 0.018966 1.57 0.97 1.57 0.97 0.003009 0.003009 0.004051 1.000 1.000  0.043
2004 115  25 0.103557 0.098314   2.6   2.1 0.041392 0.020188 1.58 0.98 1.58 0.98 0.003189 0.003189 0.004244 1.000 1.000  0.046
2004 116  26 0.111025 0.099168   2.7   2.2 0.043505 0.021444 1.59 0.99 1.59 0.99 0.003369 0.003369 0.004435 1.000 1.000  0.049
2004 117  27 0.118759 0.100879   2.8   2.3 0.045772 0.022743 1.61 1.01 1.61 1.01 0.003566 0.003566 0.004628 1.000 1.000  0.053
2004 118  28 0.118355 0.106249   3.0   2.4 0.048038 0.024103 1.62 1.02 1.62 1.02 0.003627 0.003627 0.004824 1.000 1.000  0.056
2004 119  29 0.103309 0.011479   3.1   2.4 0.050114 0.024532 1.63 1.03 1.63 1.03 0.002505 0.002505 0.005029 1.000 1.000  0.059
2004 120  30 0.142771 0.046603   3.2   2.4 0.052867 0.025331 1.65 1.05 1.65 1.05 0.003552 0.003552 0.005049 1.000 1.000  0.063
2004 121  31 0.151534 0.105754   3.4   2.5 0.055802 0.026769 1.66 1.06 1.66 1.06 0.004373 0.004373 0.005139 1.000 1.000  0.067
2004 122  32 0.160560 0.106988   3.5   2.6 0.058928 0.028247 1.67 1.07 1.67 1.07 0.004605 0.004605 0.005337 1.000 1.000  0.072
2004 123  33 0.169847 0.108304   3.7   2.7 0.062252 0.029768 1.68 1.08 1.68 1.08 0.004846 0.004846 0.005539 1.000 1.000  0.076
2004 124  34 0.179391 0.030090   3.9   2.8 0.065783 0.030459 1.70 1.10 1.70 1.10 0.004222 0.004222 0.005741 1.000 1.000  0.081
2004 125  35 0.189180 0.094092   4.1   2.9 0.069529 0.031868 1.71 1.11 1.71 1.11 0.005155 0.005155 0.005779 1.000 1.000  0.086
2004 126  36 0.199225 0.116706   4.3   3.0 0.073498 0.033557 1.72 1.12 1.72 1.12 0.005657 0.005657 0.005952 1.000 1.000  0.091
2004 127  37 0.197052 0.123756   4.5   3.1 0.077447 0.035333 1.74 1.14 1.74 1.14 0.005725 0.005725 0.006159 1.000 1.000  0.097
2004 128  38 0.219405 0.117961   4.7   3.2 0.081872 0.037097 1.75 1.15 1.75 1.15 0.006189 0.006189 0.006378 1.000 1.000  0.103
2004 129  39 0.230139 0.119509   4.9   3.3 0.086543 0.038910 1.76 1.16 1.76 1.16 0.006485 0.006485 0.006584 1.000 1.000  0.110
2004 130  40 0.241099 0.118498   5.2   3.5 0.091469 0.040743 1.78 1.18 1.78 1.18 0.006759 0.006759 0.006789 1.000 1.000  0.117
2004 131  41 0.252274 0.081208   5.4   3.5 0.096659 0.042164 1.79 1.19 1.79 1.19 0.006610 0.006610 0.006994 1.000 1.000  0.123
2004 132  42 0.263643 0.113596   5.7   3.7 0.102010 0.043948 1.80 1.20 1.80 1.20 0.007292 0.007135 0.007135 1.000 1.000  0.130
2004 133  43 0.275212 0.087203   5.9   3.7 0.107784 0.045503 1.81 1.21 1.82 1.22 0.007437 0.007330 0.007330 1.000 1.000  0.138
2004 134  44 0.286963 0.120173   6.2   3.9 0.113447 0.047319 1.82 1.22 1.83 1.23 0.008103 0.007478 0.007478 1.000 1.000  0.145
2004 135  45 0.298885 0.120409   6.5   4.0 0.119310 0.049135 1.83 1.23 1.84 1.24 0.008949 0.007680 0.007680 1.000 1.000  0.153
2004 136  46 0.310958 0.107782   6.8   4.1 0.125488 0.050836 1.84 1.24 1.85 1.25 0.009770 0.007878 0.007878 1.000 1.000  0.161
2004 137  47 0.323177 0.099805   7.2   4.2 0.131925 0.052452 1.84 1.25 1.87 1.27 0.010629 0.008053 0.008053 1.000 1.000  0.169
2004 138  48 0.335519 0.119194   7.5   4.3 0.138360 0.054220 1.85 1.26 1.88 1.28 0.011905 0.008203 0.008203 1.000 1.000  0.177
2004 139  49 0.347974 0.119890   7.8   4.4 0.144988 0.055987 1.85 1.26 1.89 1.29 0.013395 0.008395 0.008395 1.000 1.000  0.185
2004 140  50 0.360509 0.118959   8.2   4.6 0.151816 0.057735 1.85 1.27 1.91 1.31 0.015043 0.008576 0.008576 1.000 1.000  0.194
2004 141  51 0.373129 0.118754   6.3   4.7 0.111935 0.056700 1.77 1.21 1.92 1.32 0.015304 0.008764 0.008764 1.000 1.000  0.203
2004 142  52 0.363042 0.110108   6.7   4.8 0.119031 0.058553 1.78 1.22 1.93 1.33 0.024753 0.008949 0.008949 1.000 1.000  0.212
2004 143  53 0.370318 0.108610   7.1   4.9 0.126305 0.060399 1.79 1.24 1.95 1.35 0.025983 0.009120 0.009120 1.000 1.000  0.221
2004 144  54 0.377374 0.107189   7.5   5.0 0.133753 0.062238 1.79 1.25 1.96 1.36 0.027287 0.009287 0.009287 1.000 1.000  0.230
2004 145  55 0.384233 0.105863   7.8   5.1 0.141371 0.064069 1.80 1.26 1.97 1.37 0.028668 0.009450 0.009450 1.000 1.000  0.239
2004 146  56 0.390932 0.105617   8.2   5.2 0.149147 0.065903 1.81 1.27 1.99 1.39 0.030145 0.009609 0.009609 1.000 1.000  0.249
2004 147  57 0.397533 0.105711   8.6   5.3 0.157074 0.067742 1.82 1.27 2.00 1.40 0.031726 0.009766 0.009766 1.000 1.000  0.259
2004 148  58 0.389006 0.107041   9.0   5.4 0.165063 0.069675 1.83 1.29 2.01 1.41 0.033059 0.009921 0.009921 1.000 1.000  0.269
2004 149  59 0.408621 0.102164   9.4   5.5 0.173315 0.071499 1.84 1.29 2.02 1.42 0.034753 0.010077 0.010077 1.000 1.000  0.279
2004 150  60 0.417395 0.101002   9.8   5.6 0.181736 0.073304 1.85 1.30 2.04 1.44 0.036598 0.010226 0.010226 1.000 1.000  0.289
2004 151  61 0.358156 0.102096  10.2   5.7 0.189966 0.075444 1.86 1.32 2.05 1.45 0.036904 0.010371 0.010371 1.000 1.000  0.299
2004 152  62 0.338712 0.085573  10.5   5.8 0.198376 0.077552 1.88 1.33 2.06 1.46 0.036402 0.010517 0.010517 1.000 1.000  0.310
2004 153  63 0.317658 0.083618  10.9   5.9 0.206806 0.079761 1.91 1.35 2.07 1.47 0.035245 0.010640 0.010640 1.000 1.000  0.321
2004 154  64 0.405419 0.099793  11.3   6.0 0.215613 0.081712 1.92 1.36 2.08 1.48 0.036529 0.010758 0.010758 1.000 1.000  0.331
2004 155  65 0.452663 0.090372  11.7   6.1 0.224855 0.083367 1.92 1.37 2.09 1.49 0.038865 0.010897 0.010897 1.000 1.000  0.342
2004 156  66 0.349358 0.038818  12.1   6.1 0.234181 0.085060 1.94 1.39 2.11 1.51 0.038252 0.011019 0.011019 1.000 1.000  0.353
2004 157  67 0.367514 0.040835  12.4   6.2 0.243644 0.086665 1.96 1.41 2.12 1.52 0.038033 0.011068 0.011068 1.000 1.000  0.364
2004 158  68 0.477182 0.053020  12.9   6.2 0.253582 0.087825 1.96 1.41 2.13 1.53 0.040399 0.011099 0.011099 1.000 1.000  0.375
2004 159  69 0.228091 0.025343  13.1   6.2 0.262610 0.089951 2.00 1.44 2.15 1.55 0.037099 0.011154 0.011154 1.000 1.000  0.387
2004 160  70 0.496758 0.094946  13.6   6.3 0.272296 0.091452 2.00 1.44 2.16 1.56 0.040697 0.011186 0.011186 1.000 1.000  0.398
2004 161  71 0.506320 0.093287  14.1   6.4 0.282138 0.092923 2.00 1.44 2.17 1.57 0.044601 0.011313 0.011313 1.000 1.000  0.409
