 Run: data/cwarner/testdate2          
 
  YR DOY DAY      LA   LAI    TW    RW     DT SRad TMIN TMAX    Ra   Ir   CF  P_Ra  P_Ir    Sw  P_Dr    Ro P_Et    HT   Et   P_Ar
2000  48  17   156.2  0.70   1.7   0.9   12.6 16.4  9.5 28.0  0.00 0.30 1.00  0.00  0.30 5.655  0.00  0.03 0.31  14.2 0.28  221.7
2000  49  18   157.5  0.71   1.7   0.9   13.3 16.7  9.9 26.9  0.00 0.31 1.00  0.00  0.31 5.651  0.00  0.03 0.32  14.3 0.29  221.7
2000  50  19   159.2  0.72   1.8   1.0   14.1 11.1 13.3 26.6  0.00 0.32 1.00  0.00  0.32 5.752  0.00  0.03 0.22  14.3 0.20  221.7
2000  51  20   160.2  0.72   1.8   1.0   14.5 19.5  3.7 21.1  0.00 0.00 1.00  0.00  0.00 5.426  0.00  0.00 0.33  14.4 0.30  221.7
2000  52  21   160.7  0.72   1.8   1.0   14.7 19.5 -1.1 19.0  0.00 0.54 1.00  0.00  0.54 5.671  0.00  0.05 0.30  14.4 0.27  221.7
2000  53  22   161.7  0.73   1.8   1.1   15.1 17.5  3.9 21.3  0.00 0.00 1.00  0.00  0.00 5.377  0.00  0.00 0.29  14.4 0.27  221.7
2000  54  23   163.0  0.74   1.8   1.1   15.6 14.4  5.8 23.3  0.00 0.59 1.00  0.00  0.59 5.716  0.00  0.06 0.25  14.5 0.23  221.7
2000  55  24   164.6  0.74   1.8   1.2   16.2 16.4  7.3 25.9  0.00 0.00 1.00  0.00  0.00 5.416  0.00  0.00 0.30  14.5 0.27  221.7
2000  56  25   166.2  0.75   1.8   1.3   16.7 15.3  6.4 26.2  0.00 0.55 1.00  0.00  0.55 5.690  0.00  0.05 0.28  14.6 0.25  221.7
2000  57  26   167.9  0.76   1.8   1.3   17.2 14.3  5.9 24.7  0.00 0.00 1.00  0.00  0.00 5.435  0.00  0.00 0.25  14.6 0.23  221.7
2000  58  27   170.1  0.77   1.9   1.4   17.8 11.9  9.3 26.9  0.18 0.53 1.00  0.18  0.53 5.744  0.18  0.23 0.22  14.7 0.20  221.7
2000  59  28   172.1  0.78   1.9   1.5   18.3 20.0  6.7 23.0  0.00 0.00 1.00  0.00  0.00 5.390  0.00  0.00 0.35  14.8 0.32  221.7
2000  60  29   173.7  0.78   1.9   1.5   18.8 19.8  4.1 26.4  0.00 0.58 1.00  0.00  0.58 5.615  0.00  0.05 0.35  14.8 0.32  221.7
2000  61  30   175.9  0.79   1.9   1.6   19.3 18.8  7.0 26.2  0.00 0.35 1.00  0.00  0.35 5.623  0.00  0.03 0.34  14.9 0.31  221.7
2000  62  31   179.8  0.81   2.0   1.7   20.2 12.2 14.9 26.8  0.00 0.34 1.00  0.00  0.34 5.727  0.00  0.03 0.24  15.1 0.22  221.7
2000  63  32   183.7  0.83   2.0   1.7   21.0 19.0 13.3 26.9  0.00 0.00 1.00  0.00  0.00 5.354  0.00  0.00 0.37  15.2 0.34  221.7
2000  64  33   186.7  0.84   2.1   1.8   21.6 13.9  8.4 25.5  0.41 0.61 1.00  0.41  0.61 5.712  0.41  0.47 0.26  15.3 0.23  221.7
2000  65  34   188.9  0.85   2.1   1.9   22.0 18.7  3.7 24.8  0.03 0.00 1.00  0.03  0.00 5.416  0.00  0.00 0.33  15.4 0.30  221.7
2000  66  35   191.4  0.86   2.1   2.0   22.4 17.4  4.7 25.6  0.00 0.55 1.00  0.00  0.55 5.659  0.00  0.05 0.31  15.5 0.28  221.7
2000  67  36   193.9  0.87   2.1   2.0   22.9 19.2  4.5 25.9  0.00 0.31 1.00  0.00  0.31 5.627  0.00  0.03 0.34  15.6 0.31  221.7
2000  68  37   197.0  0.89   2.2   2.1   23.4 19.5  6.2 27.2  0.00 0.34 1.00  0.00  0.34 5.610  0.00  0.03 0.36  15.7 0.33  221.7
2000  69  38   201.5  0.91   2.2   2.2   24.1 16.3 11.2 27.9  0.00 0.36 1.00  0.00  0.36 5.652  0.00  0.03 0.32  15.8 0.29  221.7
2000  70  39   205.6  0.93   2.3   2.3   24.7 18.3  8.8 27.8  0.00 0.32 1.00  0.00  0.32 5.621  0.00  0.03 0.35  15.9 0.31  221.7
2000  71  40   210.1  0.95   2.3   2.4   25.4 17.7  9.5 28.1  0.08 0.35 1.00  0.08  0.35 5.630  0.08  0.11 0.34  16.0 0.31  221.7
2000  72  41   212.4  0.96   2.3   2.4   25.7 23.1  1.5 21.2  0.13 0.34 1.00  0.13  0.34 5.592  0.13  0.16 0.38  16.1 0.34  221.7
2000  73  42   213.5  0.96   2.4   2.5   25.8 23.2 -2.3 23.1  0.00 0.38 1.00  0.00  0.38 5.600  0.00  0.04 0.37  16.1 0.33  221.7
2000  74  43   216.5  0.98   2.4   2.5   26.2 20.6  3.4 24.1  0.00 0.37 1.00  0.00  0.37 5.613  0.00  0.03 0.35  16.2 0.32  221.7
2000  75  44   220.7  1.00   2.4   2.6   26.8 18.9  6.9 26.2  0.00 0.35 1.00  0.00  0.35 5.622  0.00  0.03 0.35  16.3 0.31  221.7
2000  76  45   228.6  1.03   2.5   2.7   27.7 12.2 17.1 28.8  0.18 0.35 1.00  0.18  0.35 5.718  0.18  0.21 0.25  16.5 0.23  221.7
2000  77  46   235.3  1.06   2.6   2.7   28.5  9.6 12.5 23.7  0.00 0.00 1.00  0.00  0.00 5.537  0.00  0.00 0.18  16.6 0.16  221.7
2000  78  47   241.3  1.09   2.7   2.8   29.1 14.7  9.7 22.8  0.03 0.43 1.00  0.03  0.43 5.701  0.03  0.07 0.27  16.8 0.24  221.7
2000  79  48   249.9  1.13   2.8   2.8   30.0  8.2 15.5 22.9  0.18 0.00 1.00  0.18  0.00 5.724  0.00  0.02 0.16  17.0 0.14  221.7
2000  80  49   255.4  1.15   2.8   2.9   30.6 18.9  7.1 26.2  0.15 0.00 1.00  0.15  0.00 5.527  0.00  0.01 0.35  17.1 0.31  221.7
2000  81  50   259.3  1.17   2.9   3.0   31.0 24.1  3.2 28.8  0.00 0.44 1.00  0.00  0.44 5.531  0.00  0.04 0.44  17.2 0.40  221.7
2000  82  51   265.5  1.20   3.0   3.1   31.5 19.9  7.9 26.5  0.00 0.44 1.00  0.00  0.44 5.599  0.00  0.04 0.37  17.4 0.33  221.7
2000  83  52   270.3  1.22   3.0   3.2   32.0 17.6  4.7 20.8  0.00 0.37 1.00  0.00  0.37 5.673  0.00  0.03 0.30  17.5 0.27  221.7
2000  84  53   277.0  1.25   3.1   3.3   32.6 20.9  8.3 25.9  0.00 0.00 1.00  0.00  0.00 5.286  0.00  0.00 0.39  17.6 0.35  221.7
2000  85  54   282.5  1.27   3.2   3.4   33.1 18.6  5.4 27.7  0.00 0.68 1.00  0.00  0.68 5.628  0.00  0.06 0.34  17.8 0.31  221.7
2000  86  55   292.5  1.32   3.3   3.5   33.9 12.7 13.9 26.4  1.37 0.34 1.00  1.37  0.34 5.720  1.37  1.40 0.25  18.0 0.23  221.7
2000  87  56   303.8  1.37   3.4   3.6   34.8 13.0 15.6 24.3  0.53 0.00 1.00  0.53  0.00 5.715  0.28  0.30 0.25  18.3 0.23  221.7
2000  88  57   312.9  1.41   3.5   3.7   35.5 24.3 10.6 25.5  0.08 0.00 1.00  0.08  0.00 5.336  0.00  0.01 0.46  18.5 0.42  221.7
2000  89  58   320.6  1.45   3.6   3.8   36.1 22.7  7.8 29.8  0.00 0.63 1.00  0.00  0.63 5.534  0.00  0.06 0.43  18.7 0.39  221.7
2000  90  59   331.1  1.49   3.8   3.8   36.9  7.1 15.4 27.1  0.03 0.43 1.00  0.03  0.43 5.827  0.03  0.07 0.14  19.0 0.13  221.7
2000  91  60   344.2  1.55   3.9   3.9   37.8 13.1 15.6 25.5  0.00 0.00 1.00  0.00  0.00 5.569  0.00  0.00 0.26  19.3 0.23  221.7
2000  92  61   357.7  1.61   4.1   4.0   38.7 19.3 15.3 27.2  0.00 0.40 1.00  0.00  0.40 5.583  0.00  0.04 0.39  19.6 0.35  221.7
2000  93  62   372.0  1.68   4.3   4.1   39.6 19.2 15.9 28.9  0.00 0.39 1.00  0.00  0.39 5.578  0.00  0.04 0.39  20.0 0.35  221.7
2000  94  63   388.0  1.75   4.5   4.2   40.6 21.2 17.4 27.9  0.00 0.39 1.00  0.00  0.39 5.535  0.00  0.04 0.43  20.4 0.39  221.7
2000  95  64   399.5  1.80   4.6   4.2   41.3 13.0 10.3 22.9  0.15 0.43 1.00  0.15  0.43 5.731  0.15  0.19 0.24  20.6 0.22  221.7
2000  96  65   404.0  1.82   4.7   4.3   41.6 26.3  0.2 20.4  0.00 0.00 1.00  0.00  0.00 5.316  0.00  0.00 0.42  20.7 0.38  221.7
2000  97  66   408.7  1.84   4.7   4.4   41.8 24.9  0.5 25.4  0.00 0.65 1.00  0.00  0.65 5.548  0.00  0.06 0.42  20.9 0.38  221.7
2000  98  67   416.2  1.88   4.8   4.6   42.3 22.5  4.2 26.6  0.00 0.42 1.00  0.00  0.42 5.567  0.00  0.04 0.40  21.0 0.36  221.7
2000  99  68   425.4  1.92   4.9   4.7   42.8 17.7  6.2 26.4  0.36 0.40 1.00  0.36  0.40 5.647  0.36  0.40 0.32  21.3 0.29  221.7
2000 100  69   432.1  1.95   5.0   4.8   43.1 26.8  2.8 21.2  0.00 0.32 1.00  0.00  0.32 5.526  0.00  0.03 0.44  21.4 0.40  221.7
2000 101  70   435.8  1.97   5.1   4.9   43.3 25.4 -1.1 24.7  0.00 0.44 1.00  0.00  0.44 5.552  0.00  0.04 0.42  21.5 0.38  221.7
2000 102  71   444.6  2.01   5.2   5.0   43.8 20.8  5.3 27.0  0.00 0.42 1.00  0.00  0.42 5.591  0.00  0.04 0.38  21.7 0.34  221.7
2000 103  72   457.6  2.06   5.4   5.2   44.5 20.4 10.3 29.1  0.00 0.38 1.00  0.00  0.38 5.572  0.00  0.04 0.40  22.1 0.36  221.7
2000 104  73   470.3  2.12   5.5   5.3   45.1 17.7  9.7 28.8  0.00 0.40 1.00  0.00  0.40 5.628  0.00  0.04 0.34  22.4 0.31  221.7
2000 105  74   477.5  2.15   5.6   5.3   45.9  4.9 13.0 16.7  1.42 0.34 1.00  1.42  0.34 5.882  1.42  1.45 0.09  22.5 0.08  221.7
2000 106  75   493.4  2.23   5.8   5.4   46.7 16.0 12.7 26.0  0.10 0.00 1.00  0.10  0.00 5.660  0.01  0.02 0.31  22.9 0.28  221.7
2000 107  76   509.3  2.30   6.1   5.5   47.4 23.2 12.2 29.7  0.00 0.31 1.00  0.00  0.31 5.508  0.00  0.03 0.46  23.3 0.42  221.7
2000 108  77   526.3  2.37   6.3   5.7   48.2 24.0 13.0 28.6  0.00 0.46 1.00  0.00  0.46 5.493  0.00  0.04 0.48  23.7 0.43  221.7
2000 109  78   541.4  2.44   6.5   5.8   48.9 26.8 10.6 25.8  0.00 0.48 1.00  0.00  0.48 5.462  0.00  0.04 0.51  24.1 0.46  221.7
2000 110  79   553.5  2.50   6.7   6.0   49.4 26.6  7.0 28.7  0.00 0.51 1.00  0.00  0.51 5.469  0.00  0.05 0.50  24.4 0.45  221.7
2000 111  80   568.0  2.56   6.9   6.1   50.1 25.0  9.4 30.4  0.00 0.50 1.00  0.00  0.50 5.481  0.00  0.05 0.49  24.8 0.44  221.7
2000 112  81   587.2  2.65   7.1   6.2   50.9 21.5 14.0 28.1  0.00 0.49 1.00  0.00  0.49 5.541  0.00  0.05 0.43  25.2 0.39  221.7
2000 113  82   599.9  2.71   7.3   6.4   51.5 27.0  6.9 25.1  0.00 0.43 1.00  0.00  0.43 5.481  0.00  0.04 0.49  25.5 0.44  221.7
2000 114  83   608.9  2.75   7.4   6.6   51.8 21.6  3.1 26.9  0.00 0.49 1.00  0.00  0.49 5.587  0.00  0.05 0.38  25.8 0.35  221.7
2000 115  84   623.0  2.81   7.7   6.7   52.4 15.0  8.1 28.0  0.33 0.38 1.00  0.33  0.38 5.686  0.33  0.37 0.28  26.1 0.26  221.7
2000 116  85   639.5  2.88   7.9   6.8   53.1 26.8 10.2 24.9  0.00 0.00 1.00  0.00  0.00 5.187  0.00  0.00 0.50  26.5 0.45  221.7
2000 117  86   653.5  2.95   8.1   7.0   53.7 20.4  7.6 24.6  0.30 0.78 1.00  0.30  0.78 5.600  0.30  0.37 0.37  26.9 0.33  221.7
2000 118  87   665.9  3.00   8.3   7.2   54.2 26.0  5.9 27.1  0.00 0.37 1.00  0.00  0.37 5.494  0.00  0.03 0.47  27.2 0.43  221.7
2000 119  88   570.4  2.57   6.3   7.2   55.0  9.6 14.5 24.4  0.20 0.47 1.00  0.20  0.47 5.783  0.20  0.24 0.19  23.2 0.17  221.7
2000 120  89   570.4  2.57   6.5   7.4   55.7 26.9  9.6 27.1  0.00 0.00 1.00  0.00  0.00 5.273  0.00  0.00 0.51  23.2 0.46  221.7
2000 121  90   570.4  2.57   6.7   7.5   56.2 27.5  6.1 28.5  0.00 0.69 1.00  0.00  0.69 5.458  0.00  0.06 0.51  23.2 0.46  221.7
2000 122  91   570.4  2.57   6.9   7.7   56.6 24.0  5.4 29.3  0.00 0.51 1.00  0.00  0.51 5.523  0.00  0.05 0.45  23.2 0.40  221.7
2000 123  92   570.5  2.57   7.1   7.8   57.3 21.3 10.5 30.8  0.00 0.45 1.00  0.00  0.45 5.548  0.00  0.04 0.42  23.2 0.38  221.7
2000 124  93   570.7  2.57   7.4   8.0   58.1 24.7 11.5 30.0  0.00 0.42 1.00  0.00  0.42 5.480  0.00  0.04 0.49  23.2 0.44  221.7
2000 125  94   571.0  2.58   7.6   8.1   58.7 20.3  9.3 29.7  0.00 0.49 1.00  0.00  0.49 5.576  0.00  0.05 0.39  23.2 0.36  221.7
2000 126  95   571.7  2.58   7.9   8.3   59.4 23.3 12.0 29.7  0.00 0.39 1.00  0.00  0.39 5.507  0.00  0.04 0.46  23.2 0.42  221.7
2000 127  96   572.7  2.58   8.2   8.4   60.2 25.0 11.2 30.8  0.00 0.46 1.00  0.00  0.46 5.472  0.00  0.04 0.50  23.2 0.45  221.7
2000 128  97   574.2  2.59   8.5   8.5   60.9 28.2 11.3 31.4  0.00 0.50 1.00  0.00  0.50 5.404  0.00  0.05 0.56  23.3 0.51  221.7
2000 129  98   576.2  2.60   8.8   8.7   61.6 27.4 10.2 31.8  0.00 0.56 1.00  0.00  0.56 5.424  0.00  0.05 0.54  23.3 0.49  221.7
2000 130  99   579.5  2.61   9.1   8.8   62.4 19.0 13.4 31.6  0.00 0.54 1.00  0.00  0.54 5.581  0.00  0.05 0.39  23.4 0.35  221.7
2000 131 100   585.3  2.64   9.5   8.9   63.3 21.0 16.6 32.5  0.00 0.39 1.00  0.00  0.39 5.527  0.00  0.04 0.44  23.5 0.40  221.7
2000 132 101   592.6  2.67   9.9   9.0   64.2 25.1 19.0 34.8  0.00 0.44 1.00  0.00  0.44 5.423  0.00  0.04 0.55  23.7 0.49  221.7
2000 133 102   601.9  2.71  10.2   9.1   65.0 23.3 16.2 35.1  0.00 0.55 1.00  0.00  0.55 5.471  0.00  0.05 0.50  23.9 0.45  221.7
2000 134 103   614.1  2.77  10.6   9.2   65.9 23.8 14.7 34.7  0.00 0.50 1.00  0.00  0.50 5.467  0.00  0.05 0.50  24.2 0.45  221.7
2000 135 104   629.3  2.84  11.0   9.4   66.7 21.5 19.2 35.1  0.38 0.50 1.00  0.38  0.50 5.500  0.38  0.43 0.47  24.6 0.42  221.7
2000 136 105   648.3  2.92  11.3   9.5   67.6 27.2 14.5 32.9  0.00 0.47 1.00  0.00  0.47 5.404  0.00  0.04 0.56  25.1 0.51  221.7
2000 137 106   672.8  3.03  11.7   9.6   68.5 22.3 15.3 30.9  0.00 0.56 1.00  0.00  0.56 5.510  0.00  0.05 0.46  25.7 0.42  221.7
2000 138 107   695.8  3.14  12.1   9.7   69.2 27.3 11.8 32.6  0.00 0.46 1.00  0.00  0.46 5.415  0.00  0.04 0.55  26.2 0.50  221.7
2000 139 108   721.3  3.25  12.5   9.9   70.0 25.7 13.6 33.5  0.00 0.55 1.00  0.00  0.55 5.436  0.00  0.05 0.53  26.9 0.48  221.7
2000 140 109   744.8  3.36  12.8  10.0   70.8 27.2 11.9 34.7  0.00 0.53 1.00  0.00  0.53 5.407  0.00  0.05 0.56  27.4 0.51  221.7
2000 141 110   770.3  3.47  13.2  10.1   71.6 27.9 16.8 35.4  0.00 0.56 1.00  0.00  0.56 5.369  0.00  0.05 0.60  28.1 0.54  221.7
2000 142 111   797.7  3.60  13.6  10.3   72.5 24.5 14.7 33.3  0.00 0.60 1.00  0.00  0.60 5.458  0.00  0.06 0.51  28.7 0.46  221.7
2000 143 112   819.0  3.69  14.0  10.3   73.4 13.0 15.7 30.6  1.12 0.51 1.00  1.12  0.51 5.701  1.12  1.17 0.27  29.3 0.24  221.7
2000 144 113   851.0  3.84  14.5  10.4   74.4 23.2 19.4 33.5  0.00 0.00 1.00  0.00  0.00 5.200  0.00  0.00 0.50  30.0 0.45  221.7
2000 145 114   882.8  3.98  15.0  10.5   75.4 25.1 20.8 34.0  0.00 0.77 1.00  0.00  0.77 5.420  0.00  0.07 0.55  30.8 0.50  221.7
2000 146 115   909.5  4.10  15.4  10.6   76.2 20.6 22.6 35.3  0.00 0.55 1.00  0.00  0.55 5.509  0.00  0.05 0.46  31.5 0.42  221.7
2000 147 116   936.8  1.06  15.7  11.0   77.0 18.9 20.4 35.2  0.00 0.46 1.00  0.00  0.46 4.308  0.00  0.36 1.66  32.1 0.38  886.8
2000 148 117   944.6  1.07  15.8  11.5   77.3 23.9 17.7 36.3  0.00 1.66 1.00  0.00  1.66 3.840  0.00  1.28 2.13  32.3 0.48  886.8
2000 149 118   954.8  1.08  16.0  11.9   77.6 24.1 20.1 35.6  0.00 2.13 1.00  0.00  2.13 3.799  0.00  1.65 2.17  32.6 0.49  886.8
2000 150 119   960.4  1.08  16.0  12.2   77.8 27.3 23.7 35.3  0.00 2.17 1.00  0.00  2.17 3.445  0.00  1.68 2.52  32.7 0.57  886.8
2000 151 120   991.1  1.12  16.4  12.7   78.7 23.2 16.8 30.1  0.00 2.52 1.00  0.00  2.52 4.002  0.00  1.95 1.97  33.5 0.45  886.8
2000 152 121  1013.6  1.14  16.6  13.1   79.4 19.0 10.7 29.7  0.00 1.97 1.00  0.00  1.97 4.457  0.00  1.52 1.51  34.0 0.34  886.8
2000 153 122  1027.2  1.16  16.8  13.7   79.8 26.2 11.2 34.4  0.00 1.51 1.00  0.00  1.51 3.756  0.00  1.17 2.21  34.1 0.50  886.8
2000 154 123  1038.4  1.17  16.9  14.3   80.2 25.0 15.1 35.4  0.00 2.21 1.00  0.00  2.21 3.790  0.00  1.71 2.18  34.2 0.49  886.8
2000 155 124  1038.9  1.17  16.9  14.7   80.2 23.1 18.4 38.7  2.92 2.18 1.00  2.92  2.18 3.880  2.92  4.60 2.09  34.2 0.47  886.8
2000 156 125  1051.4  1.19  17.1  15.3   80.6 22.9 18.8 35.8  0.00 2.09 1.00  0.00  2.09 3.930  0.00  1.61 2.04  34.3 0.46  886.8
2000 157 126  1068.5  1.20  17.3  15.8   81.1 24.9 18.2 34.0  0.00 2.04 1.00  0.00  2.04 3.776  0.00  1.58 2.19  34.5 0.50  886.8
2000 158 127  1100.7  1.24  17.7  16.2   82.1 18.1 20.6 31.4  0.00 2.19 1.00  0.00  2.19 4.398  0.00  1.70 1.57  34.7 0.36  886.8
2000 159 128  1125.7  1.27  18.0  16.8   82.9 25.9 18.3 31.8  0.00 1.57 1.00  0.00  1.57 3.715  0.00  1.21 2.25  34.9 0.51  886.8
2000 160 129  1150.4  1.30  18.3  17.3   83.7 24.9 14.5 32.4  0.00 2.25 1.00  0.00  2.25 3.857  0.00  1.74 2.11  35.1 0.48  886.8
2000 161 130  1173.8  1.32  18.5  17.9   84.4 27.7 13.3 31.8  0.00 2.11 1.00  0.00  2.11 3.635  0.00  1.63 2.33  35.3 0.53  886.8
2000 162 131  1198.3  1.35  18.8  18.5   85.1 23.3 12.4 31.1  0.00 2.33 1.00  0.00  2.33 4.053  0.00  1.80 1.92  35.5 0.43  886.8
2000 163 132  1224.8  1.38  19.2  18.8   86.0 13.1 13.9 31.4  0.15 1.92 1.00  0.15  1.92 4.895  0.15  1.63 1.07  35.7 0.24  886.8
2000 164 133  1254.6  1.41  19.5  19.2   86.9 16.4 19.0 33.4  0.18 1.07 1.00  0.18  1.07 4.547  0.18  1.01 1.42  36.0 0.32  886.8
2000 165 134  1271.6  1.43  19.7  19.8   87.5 22.9 18.5 35.1  0.03 1.42 1.00  0.03  1.42 3.949  0.03  1.13 2.02  36.1 0.46  886.8
2000 166 135  1297.5  1.46  20.0  20.3   88.3 19.3 19.1 33.8  0.03 2.02 1.00  0.03  2.02 4.284  0.03  1.59 1.68  36.3 0.38  886.8
2000 167 136  1325.1  1.49  20.4  20.9   89.1 20.0 19.0 33.2  0.03 1.68 1.00  0.03  1.68 4.230  0.03  1.33 1.74  36.5 0.39  886.8
2000 168 137  1343.9  1.52  20.6  21.5   89.7 23.4 19.3 34.6  0.03 1.74 1.00  0.03  1.74 3.901  0.03  1.37 2.07  36.7 0.47  886.8
2000 169 138  1366.1  1.54  20.9  22.1   90.5 20.7 21.1 34.4  0.03 2.07 1.00  0.03  2.07 4.129  0.03  1.63 1.84  36.8 0.42  886.8
2000 170 139  1383.0  1.56  21.1  22.6   91.0 24.8 21.1 34.7  0.03 1.84 1.00  0.03  1.84 3.746  0.03  1.45 2.22  37.0 0.50  886.8
2000 171 140  1395.8  1.57  21.3  23.2   91.4 26.3 18.9 35.4  0.00 2.22 1.00  0.00  2.22 3.628  0.00  1.72 2.34  37.1 0.53  886.8
2000 172 141  1419.7  1.60  21.6  23.9   92.2 21.1 20.0 33.9  1.90 2.34 1.00  1.90  2.34 4.112  1.90  3.71 1.86  37.3 0.42  886.8
2000 173 142  1450.3  1.64  21.9  24.3   93.2 16.8 20.7 33.0  2.34 1.86 1.00  2.34  1.86 4.501  2.34  3.78 1.47  37.5 0.33  886.8
2000 174 143  1480.8  1.67  22.3  24.5   94.2  8.6 21.1 30.3  1.73 1.47 1.00  1.73  1.47 5.234  1.73  2.86 0.73  37.8 0.17  886.8
2000 175 144  1511.0  1.70  22.7  24.7   95.2  9.0 21.1 30.9  1.50 0.73 1.00  1.50  0.73 5.196  1.50  2.07 0.77  38.0 0.18  886.8
2000 176 145  1539.2  1.74  23.1  25.3   96.1 22.2 19.7 32.5  0.03 0.77 1.00  0.03  0.77 4.036  0.03  0.63 1.93  38.2 0.44  886.8
2000 177 146  1564.3  1.76  23.4  26.0   97.0 24.1 18.4 32.9  0.00 1.93 1.00  0.00  1.93 3.878  0.00  1.49 2.09  38.4 0.47  886.8
2000 178 147  1593.9  1.80  23.8  26.5   98.0 16.0 19.5 31.7  0.05 2.09 1.00  0.05  2.09 4.596  0.05  1.67 1.37  38.7 0.31  886.8
2000 179 148  1623.2  1.83  24.1  26.8   99.0 13.2 20.6 31.9  0.38 1.37 1.00  0.38  1.37 4.829  0.38  1.44 1.14  38.9 0.26  886.8
2000 180 149  1652.1  1.86  24.5  27.4  100.0 19.5 18.3 32.2  1.83 1.14 1.00  1.83  1.14 4.298  1.83  2.71 1.67  39.1 0.38  886.8
2000 181 150  1743.5  1.97  25.7  27.6  101.0 14.3 21.8 30.0  0.89 1.67 1.00  0.89  1.67 4.739  0.89  2.18 1.23  39.9 0.28  886.8
2000 182 151  1819.1  2.05  26.7  27.7  102.0 11.7 22.8 27.5  1.37 1.23 1.00  1.37  1.23 4.975  1.37  2.32 0.99  40.5 0.23  886.8
2000 183 152  1935.3  2.18  28.2  28.1  102.9 25.7 17.9 32.0  0.03 0.99 1.00  0.03  0.99 3.762  0.03  0.80 2.21  41.4 0.50  886.8
2000 184 153  2046.8  2.31  29.7  28.5  103.9 27.2 16.4 32.0  0.00 2.21 1.00  0.00  2.21 3.657  0.00  1.71 2.31  42.3 0.52  886.8
2000 185 154  2156.7  2.43  31.2  28.9  104.8 26.7 16.1 31.6  0.00 2.31 1.00  0.00  2.31 3.715  0.00  1.79 2.25  43.2 0.51  886.8
2000 186 155  2267.2  2.56  32.7  29.4  105.7 25.5 16.2 32.7  0.00 2.25 1.00  0.00  2.25 3.803  0.00  1.74 2.16  44.1 0.49  886.8
2000 187 156  2344.1  2.64  33.8  30.0  106.4 25.6 17.6 35.3  0.00 2.16 1.00  0.00  2.16 3.736  0.00  1.67 2.23  44.7 0.51  886.8
2000 188 157  2422.8  2.73  34.9  30.5  107.0 21.2 20.8 35.8  0.00 2.23 1.00  0.00  2.23 4.083  0.00  1.73 1.89  45.3 0.43  886.8
