 Run: data/cwarner/testloc2           
 
  YR DOY DAY      LA   LAI    TW    RW     DT SRad TMIN TMAX    Ra   Ir   CF  P_Ra  P_Ir    Sw  P_Dr    Ro P_Et    HT   Et   P_Ar
2003  91   1   150.0  0.68   1.7   0.4    6.7 26.3  1.0 21.4  0.00 0.00 1.00  0.00  0.00 5.540  0.00  0.00 0.43  14.0 0.39  221.7
2003  92   2   150.0  0.68   1.7   0.4    7.2 25.8  5.9 24.4  0.00 0.43 1.00  0.00  0.43 5.508  0.00  0.04 0.46  14.0 0.42  221.7
2003  93   3   150.1  0.68   1.7   0.4    7.8 22.8  8.9 26.6  0.00 0.46 1.00  0.00  0.46 5.540  0.00  0.04 0.43  14.0 0.39  221.7
2003  94   4   150.2  0.68   1.7   0.4    8.7 24.4 14.5 29.0  0.00 0.43 1.00  0.00  0.43 5.475  0.00  0.04 0.49  14.0 0.45  221.7
2003  95   5   150.5  0.68   1.7   0.5    9.6 25.6 14.9 30.2  0.00 0.49 1.00  0.00  0.49 5.444  0.00  0.05 0.52  14.0 0.48  221.7
2003  96   6   151.0  0.68   1.7   0.5   10.5 19.8 16.2 31.9  0.00 0.52 1.00  0.00  0.52 5.554  0.00  0.05 0.41  14.0 0.38  221.7
2003  97   7   151.7  0.68   1.7   0.6   11.5 21.7 22.4 32.1  0.00 0.41 1.00  0.00  0.41 5.493  0.00  0.04 0.48  14.1 0.43  221.7
2003  98   8   152.9  0.69   1.7   0.6   12.5 18.2 21.7 31.3  0.05 0.48 1.00  0.05  0.48 5.574  0.05  0.09 0.39  14.1 0.36  221.7
2003  99   9   154.5  0.70   1.7   0.7   13.5 17.5 18.1 28.2  0.51 0.39 1.00  0.51  0.39 5.608  0.51  0.55 0.36  14.2 0.33  221.7
2003 100  10   156.2  0.70   1.7   0.8   14.2 18.2 12.1 18.2  0.02 0.36 1.00  0.02  0.36 5.645  0.02  0.05 0.32  14.2 0.29  221.7
2003 101  11   157.8  0.71   1.7   0.8   14.9 23.2  9.6 20.0  0.00 0.32 1.00  0.00  0.32 5.558  0.00  0.03 0.41  14.3 0.37  221.7
2003 102  12   159.8  0.72   1.8   0.9   15.7 27.0 12.4 26.3  0.00 0.41 1.00  0.00  0.41 5.444  0.00  0.04 0.52  14.4 0.48  221.7
2003 103  13   162.2  0.73   1.8   1.0   16.5 27.4 13.5 28.2  0.00 0.52 1.00  0.00  0.52 5.422  0.00  0.05 0.55  14.4 0.50  221.7
2003 104  14   164.7  0.74   1.8   1.1   17.2 26.2 12.0 30.0  0.02 0.55 1.00  0.02  0.55 5.445  0.02  0.07 0.52  14.5 0.47  221.7
2003 105  15   167.7  0.76   1.8   1.2   18.1 23.3 14.3 28.2  0.00 0.52 1.00  0.00  0.52 5.502  0.00  0.05 0.47  14.6 0.42  221.7
2003 106  16   170.9  0.77   1.9   1.3   18.9 19.7 14.0 29.1  0.09 0.47 1.00  0.09  0.47 5.572  0.09  0.13 0.40  14.7 0.36  221.7
2003 107  17   174.6  0.79   1.9   1.4   19.8 27.3 14.8 30.5  0.86 0.40 1.00  0.86  0.40 5.408  0.86  0.90 0.56  14.9 0.51  221.7
2003 108  18   179.0  0.81   2.0   1.5   20.7 26.8 16.9 30.6  0.00 0.56 1.00  0.00  0.56 5.409  0.00  0.05 0.56  15.0 0.51  221.7
2003 109  19   183.7  0.83   2.0   1.6   21.6 16.3 16.1 28.9  0.00 0.56 1.00  0.00  0.56 5.636  0.00  0.05 0.33  15.2 0.30  221.7
2003 110  20   188.7  0.85   2.1   1.7   22.5 20.2 15.7 30.6  0.00 0.33 1.00  0.00  0.33 5.552  0.00  0.03 0.42  15.4 0.38  221.7
2003 111  21   194.1  0.88   2.1   1.8   23.5 20.3 15.9 29.2  0.00 0.42 1.00  0.00  0.42 5.554  0.00  0.04 0.41  15.6 0.38  221.7
2003 112  22   200.6  0.90   2.2   1.8   24.5 22.3 18.7 29.7  0.00 0.41 1.00  0.00  0.41 5.501  0.00  0.04 0.47  15.7 0.42  221.7
2003 113  23   206.3  0.93   2.3   1.9   25.3 21.2 13.7 27.5  0.00 0.47 1.00  0.00  0.47 5.549  0.00  0.04 0.42  15.9 0.38  221.7
2003 114  24   211.7  0.96   2.3   2.1   26.0 21.0 11.9 29.3  0.00 0.42 1.00  0.00  0.42 5.553  0.00  0.04 0.42  16.0 0.38  221.7
2003 115  25   219.6  0.99   2.4   2.1   27.0 15.4 18.2 30.5  2.29 0.42 1.00  2.29  0.42 5.645  2.29  2.33 0.32  16.2 0.29  221.7
2003 116  26   227.9  1.03   2.5   2.2   28.0 20.2 17.9 28.4  1.37 0.32 1.00  1.37  0.32 5.552  1.37  1.40 0.42  16.4 0.38  221.7
2003 117  27   235.8  1.06   2.6   2.3   28.9 28.2 15.3 29.1  0.00 0.42 1.00  0.00  0.42 5.394  0.00  0.04 0.57  16.6 0.52  221.7
2003 118  28   244.8  1.10   2.7   2.4   29.9 22.0 16.8 30.5  0.00 0.57 1.00  0.00  0.57 5.511  0.00  0.05 0.46  16.8 0.41  221.7
2003 119  29   254.9  1.15   2.8   2.5   30.9 19.6 18.5 30.1  0.02 0.46 1.00  0.02  0.46 5.557  0.02  0.06 0.41  17.1 0.37  221.7
2003 120  30   265.6  1.20   3.0   2.6   31.9 10.0 19.5 29.6  3.22 0.41 1.00  3.22  0.41 5.758  3.22  3.26 0.21  17.3 0.19  221.7
2003 121  31   276.9  1.25   3.1   2.6   32.9 12.3 19.8 27.8  0.34 0.00 1.00  0.34  0.00 5.713  0.13  0.15 0.26  17.6 0.23  221.7
2003 122  32   288.8  1.30   3.2   2.7   33.9 26.2 20.6 31.2  0.00 0.00 1.00  0.00  0.00 5.150  0.00  0.00 0.56  17.9 0.51  221.7
2003 123  33   301.4  1.36   3.4   2.8   34.9 26.0 18.4 31.7  0.00 0.82 1.00  0.00  0.82 5.416  0.00  0.08 0.55  18.2 0.50  221.7
2003 124  34   314.6  1.42   3.6   2.9   35.9 26.8 19.2 31.8  0.00 0.55 1.00  0.00  0.55 5.396  0.00  0.05 0.57  18.5 0.52  221.7
2003 125  35   328.5  1.48   3.7   3.1   36.9 22.2 20.3 33.0  0.00 0.57 1.00  0.00  0.57 5.487  0.00  0.05 0.48  18.9 0.44  221.7
2003 126  36   341.8  1.54   3.9   3.2   37.8 23.4 23.2 34.3  0.00 0.48 1.00  0.00  0.48 5.447  0.00  0.04 0.52  19.2 0.47  221.7
2003 127  37   356.7  1.61   4.1   3.3   38.8 25.7 23.5 33.7  0.00 0.52 1.00  0.00  0.52 5.397  0.00  0.05 0.57  19.6 0.52  221.7
2003 128  38   372.5  1.68   4.3   3.4   39.8 26.8 21.4 33.5  0.00 0.57 1.00  0.00  0.57 5.381  0.00  0.05 0.59  19.9 0.53  221.7
2003 129  39   387.1  1.75   4.5   3.5   40.6 26.5 21.4 34.5  0.00 0.59 1.00  0.00  0.59 5.384  0.00  0.05 0.58  20.3 0.53  221.7
2003 130  40   401.4  1.81   4.6   3.6   41.5 26.5 22.1 34.9  0.00 0.58 1.00  0.00  0.58 5.380  0.00  0.05 0.59  20.7 0.53  221.7
2003 131  41   417.5  1.88   4.8   3.7   42.4 26.8 22.7 34.3  0.00 0.59 1.00  0.00  0.59 5.373  0.00  0.05 0.60  21.0 0.54  221.7
2003 132  42   435.8  1.97   5.1   3.8   43.4 23.8 23.9 33.7  0.00 0.60 1.00  0.00  0.60 5.438  0.00  0.06 0.53  21.5 0.48  221.7
2003 133  43   454.7  2.05   5.3   3.9   44.4 28.0 19.5 31.9  0.00 0.53 1.00  0.00  0.53 5.369  0.00  0.05 0.60  22.0 0.54  221.7
2003 134  44   473.9  2.14   5.6   4.1   45.4 23.6 18.4 33.9  0.00 0.60 1.00  0.00  0.60 5.460  0.00  0.06 0.51  22.4 0.46  221.7
2003 135  45   494.1  2.23   5.9   4.2   46.4 20.5 19.6 32.4  0.00 0.51 1.00  0.00  0.51 5.528  0.00  0.05 0.44  22.9 0.40  221.7
2003 136  46   514.1  2.32   6.1   4.3   47.3 25.1 19.7 34.1  0.00 0.44 1.00  0.00  0.44 5.423  0.00  0.04 0.55  23.4 0.49  221.7
