 Run: data/cwarner/testloc1           
 
  YR DOY DAY      LA   LAI    TW    RW     DT SRad TMIN TMAX    Ra   Ir   CF  P_Ra  P_Ir    Sw  P_Dr    Ro P_Et    HT   Et   P_Ar
2003 144  54   573.9  2.59   6.9   4.6   51.0 27.2 14.0 30.5  0.00 0.00 1.00  0.00  0.00 5.173  0.00  0.00 0.55  24.9 0.50  221.7
2003 145  55   595.3  2.69   7.2   4.8   51.9 26.6 15.7 32.4  0.00 0.80 1.00  0.00  0.80 5.413  0.00  0.07 0.56  25.4 0.50  221.7
2003 146  56   618.6  2.79   7.6   4.9   52.9 18.6 17.1 31.4  1.84 0.56 1.00  1.84  0.56 5.579  1.84  1.89 0.39  26.0 0.35  221.7
2003 147  57   643.4  2.90   7.9   5.0   53.9 22.4 18.4 28.4  0.00 0.39 1.00  0.00  0.39 5.506  0.00  0.04 0.46  26.6 0.42  221.7
2003 148  58   665.1  3.00   8.3   5.1   54.7 28.3 14.6 28.5  0.00 0.46 1.00  0.00  0.46 5.401  0.00  0.04 0.57  27.2 0.51  221.7
2003 149  59   570.5  2.57   6.3   5.3   55.5 26.6 12.7 29.6  0.00 0.57 1.00  0.00  0.57 5.438  0.00  0.05 0.53  23.2 0.48  221.7
2003 150  60   570.5  2.57   6.6   5.4   56.4 25.7 15.0 30.6  0.00 0.53 1.00  0.00  0.53 5.442  0.00  0.05 0.53  23.2 0.48  221.7
2003 151  61   570.6  2.57   7.0   5.5   57.4 26.3 20.2 31.0  0.00 0.53 1.00  0.00  0.53 5.407  0.00  0.05 0.56  23.2 0.51  221.7
2003 152  62   570.9  2.58   7.3   5.6   58.4 13.2 21.2 31.1  0.00 0.56 1.00  0.00  0.56 5.685  0.00  0.05 0.28  23.2 0.26  221.7
2003 153  63   571.8  2.58   7.7   5.7   59.4 18.4 17.7 33.0  0.09 0.00 1.00  0.09  0.00 5.383  0.00  0.01 0.39  23.2 0.35  221.7
2003 154  64   572.6  2.58   7.9   5.7   60.4  9.0 20.9 27.7  0.77 0.58 1.00  0.77  0.58 5.780  0.77  0.82 0.19  23.2 0.17  221.7
2003 155  65   575.3  2.60   8.3   5.8   61.4 21.4 20.7 32.6  0.07 0.00 1.00  0.07  0.00 5.387  0.00  0.01 0.46  23.3 0.42  221.7
2003 156  66   579.5  2.61   8.7   5.9   62.4 17.8 20.3 32.3  0.30 0.58 1.00  0.30  0.58 5.585  0.30  0.35 0.38  23.4 0.35  221.7
2003 157  67   581.7  2.62   8.9   5.9   63.4  6.0 21.1 27.1  3.63 0.38 1.00  3.63  0.38 5.843  3.63  3.67 0.13  23.4 0.11  221.7
2003 158  68   584.9  2.64   9.0   5.9   64.4  6.3 21.7 25.8  2.04 0.00 1.00  2.04  0.00 5.838  1.91  1.93 0.13  23.5 0.12  221.7
2003 159  69   597.1  2.69   9.4   6.0   65.4 19.6 22.8 31.6  1.57 0.00 1.00  1.57  0.00 5.541  1.44  1.45 0.43  23.8 0.39  221.7
2003 160  70   613.3  2.77   9.9   6.1   66.4 23.4 21.6 33.5  0.00 0.43 1.00  0.00  0.43 5.456  0.00  0.04 0.51  24.2 0.47  221.7
2003 161  71   633.9  2.86  10.3   6.2   67.4 24.0 20.5 34.0  0.00 0.51 1.00  0.00  0.51 5.444  0.00  0.05 0.52  24.7 0.48  221.7
2003 162  72   660.7  2.98  10.8   6.3   68.4 22.7 20.6 33.0  0.90 0.52 1.00  0.90  0.52 5.476  0.90  0.95 0.49  25.4 0.45  221.7
2003 163  73   691.8  3.12  11.2   6.4   69.4 22.8 20.8 32.9  0.23 0.49 1.00  0.23  0.49 5.473  0.23  0.28 0.49  26.1 0.45  221.7
2003 164  74   713.5  3.22  11.5   6.4   70.4 13.0 20.8 30.9  2.59 0.49 1.00  2.59  0.49 5.690  2.59  2.64 0.28  26.7 0.25  221.7
2003 165  75   741.3  3.34  12.0   6.5   71.4 16.7 21.5 33.4  1.28 0.00 1.00  1.28  0.00 5.603  1.00  1.03 0.37  27.3 0.33  221.7
2003 166  76   769.4  3.47  12.4   6.6   72.2 25.9 19.7 34.8  0.02 0.37 1.00  0.02  0.37 5.403  0.02  0.05 0.57  28.0 0.51  221.7
2003 167  77   796.2  3.59  12.8   6.7   73.1 22.3 19.5 35.2  0.21 0.57 1.00  0.21  0.57 5.481  0.21  0.26 0.49  28.7 0.44  221.7
2003 168  78   816.9  3.68  13.1   6.7   74.1 12.6 21.5 29.0  2.41 0.49 1.00  2.41  0.49 5.701  2.41  2.46 0.27  29.2 0.24  221.7
2003 169  79   831.8  3.75  13.4   6.8   75.1  9.1 21.4 27.5  0.48 0.00 1.00  0.48  0.00 5.777  0.21  0.24 0.19  29.6 0.17  221.7
2003 170  80   859.8  3.88  13.8   6.8   76.1 17.2 20.2 32.5  0.53 0.00 1.00  0.53  0.00 5.598  0.34  0.36 0.37  30.2 0.34  221.7
2003 171  81   873.9  3.94  14.0   6.8   77.1  8.7 22.1 28.8  0.55 0.37 1.00  0.55  0.37 5.783  0.55  0.58 0.19  30.6 0.17  221.7
2003 172  82   906.2  4.09  14.6   6.9   78.1 20.2 21.6 32.3  0.00 0.00 1.00  0.00  0.00 5.344  0.00  0.00 0.44  31.4 0.40  221.7
2003 173  83   938.5  1.06  14.9   7.3   79.1 19.0 20.9 32.0  0.00 0.62 1.00  0.00  0.62 4.328  0.00  0.48 1.64  32.2 0.37  886.8
2003 174  84   970.8  1.09  15.3   7.7   80.1 20.2 21.2 31.4  0.00 1.64 1.00  0.00  1.64 4.200  0.00  1.27 1.77  33.0 0.40  886.8
2003 175  85   994.9  1.12  15.6   8.2   80.8 25.1 20.2 31.9  0.00 1.77 1.00  0.00  1.77 3.754  0.00  1.37 2.21  33.6 0.50  886.8
2003 176  86  1017.3  1.15  15.9   8.7   81.5 26.9 18.7 31.7  0.00 2.21 1.00  0.00  2.21 3.612  0.00  1.71 2.36  34.1 0.53  886.8
2003 177  87  1043.8  1.18  16.2   9.2   82.4 23.5 18.4 32.1  0.00 2.36 1.00  0.00  2.36 3.927  0.00  1.82 2.04  34.3 0.46  886.8
2003 178  88  1066.4  1.20  16.4   9.8   83.1 24.8 19.4 32.6  0.00 2.04 1.00  0.00  2.04 3.787  0.00  1.58 2.18  34.5 0.49  886.8
2003 179  89  1098.6  1.24  16.8  10.1   84.1 15.6 19.1 31.6  0.60 2.18 1.00  0.60  2.18 4.632  0.60  2.29 1.34  34.8 0.30  886.8
2003 180  90  1130.6  1.27  17.2  10.2   85.1  7.5 21.2 26.0  1.70 1.34 1.00  1.70  1.34 5.347  1.70  2.73 0.62  35.0 0.14  886.8
2003 181  91  1162.5  1.31  17.6  10.5   86.1 14.0 22.5 30.8  0.00 0.62 1.00  0.00  0.62 4.751  0.00  0.48 1.22  35.3 0.28  886.8
2003 182  92  1194.3  1.35  18.0  10.6   87.1  6.8 22.0 29.8  2.09 1.22 1.00  2.09  1.22 5.386  2.09  3.03 0.58  35.5 0.13  886.8
2003 183  93  1226.0  1.38  18.4  10.8   88.1 10.5 21.9 28.0  1.30 0.58 1.00  1.30  0.58 5.080  1.30  1.75 0.89  35.8 0.20  886.8
2003 184  94  1257.5  1.42  18.7  11.2   89.1 15.4 20.3 30.2  0.00 0.89 1.00  0.00  0.89 4.653  0.00  0.69 1.32  36.0 0.30  886.8
2003 185  95  1288.8  1.45  19.1  11.5   90.1 12.6 21.8 29.1  0.81 1.32 1.00  0.81  1.32 4.892  0.81  1.83 1.08  36.3 0.24  886.8
2003 186  96  1315.6  1.48  19.4  12.1   90.9 24.0 21.7 32.2  0.00 1.08 1.00  0.00  1.08 3.843  0.00  0.83 2.12  36.5 0.48  886.8
2003 187  97  1346.6  1.52  19.8  12.3   91.9 12.0 21.2 31.4  0.63 2.12 1.00  0.63  2.12 4.932  0.63  2.27 1.04  36.7 0.23  886.8
2003 188  98  1374.7  1.55  20.2  12.8   92.8 18.7 22.8 33.2  0.02 1.04 1.00  0.02  1.04 4.306  0.02  0.82 1.66  37.0 0.38  886.8
2003 189  99  1392.2  1.57  20.4  13.4   93.4 22.5 20.8 35.1  0.00 1.66 1.00  0.00  1.66 3.959  0.00  1.29 2.01  37.1 0.46  886.8
2003 190 100  1411.0  1.59  20.6  14.0   94.0 23.9 21.0 34.4  0.00 2.01 1.00  0.00  2.01 3.836  0.00  1.55 2.13  37.3 0.48  886.8
2003 191 101  1426.2  1.61  20.8  14.5   94.5 25.6 21.0 34.9  0.00 2.13 1.00  0.00  2.13 3.671  0.00  1.65 2.30  37.4 0.52  886.8
2003 192 102  1449.2  1.63  21.1  15.1   95.3 22.4 20.5 33.7  0.00 2.30 1.00  0.00  2.30 3.990  0.00  1.78 1.98  37.6 0.45  886.8
2003 193 103  1477.3  1.67  21.5  15.6   96.2 17.8 20.5 33.3  0.09 1.98 1.00  0.09  1.98 4.411  0.09  1.62 1.56  37.8 0.35  886.8
2003 194 104  1507.0  1.70  21.8  16.0   97.2 14.1 21.6 30.1  0.02 1.56 1.00  0.02  1.56 4.756  0.02  1.22 1.21  38.0 0.27  886.8
2003 195 105  1536.5  1.73  22.2  16.2   98.2  9.4 21.5 29.7  0.30 1.21 1.00  0.30  1.21 5.166  0.30  1.24 0.80  38.3 0.18  886.8
2003 196 106  1565.7  1.77  22.6  16.8   99.2 17.8 21.9 32.6  0.88 0.80 1.00  0.88  0.80 4.404  0.88  1.50 1.56  38.5 0.35  886.8
2003 197 107  1663.7  1.88  23.8  17.1  100.0 19.7 20.5 34.0  1.04 1.56 1.00  1.04  1.56 4.234  1.04  2.25 1.73  39.3 0.39  886.8
2003 198 108  1772.7  2.00  25.2  17.3  101.0 17.7 19.8 33.7  1.14 1.73 1.00  1.14  1.73 4.424  1.14  2.48 1.54  40.1 0.35  886.8
2003 199 109  1890.8  2.13  26.8  17.5  102.0 18.2 19.9 32.4  2.44 1.54 1.00  2.44  1.54 4.394  2.44  3.63 1.57  41.1 0.36  886.8
2003 200 110  2000.4  2.26  28.2  17.7  103.0 16.7 20.8 31.2  0.35 1.57 1.00  0.35  1.57 4.529  0.35  1.57 1.44  42.0 0.33  886.8
2003 201 111  2105.9  2.37  29.7  18.1  103.8 24.2 20.6 33.2  0.07 1.44 1.00  0.07  1.44 3.843  0.07  1.18 2.13  42.8 0.48  886.8
2003 202 112  2193.8  2.47  30.9  18.2  104.8 13.2 21.5 31.2  0.43 2.13 1.00  0.43  2.13 4.828  0.43  2.07 1.14  43.5 0.26  886.8
2003 203 113  2237.2  2.52  31.5  18.3  105.8  6.5 20.8 28.7  3.47 1.14 1.00  3.47  1.14 5.421  3.47  4.35 0.55  43.9 0.12  886.8
2003 204 114  2309.5  2.60  32.5  18.4  106.8 10.8 20.7 28.4  0.07 0.55 1.00  0.07  0.55 5.060  0.07  0.49 0.91  44.4 0.21  886.8
2003 205 115  2391.9  2.70  33.7  18.5  107.8 12.3 21.8 30.6  0.97 0.91 1.00  0.97  0.91 4.909  0.97  1.67 1.06  45.1 0.24  886.8
2003 206 116  2488.5  2.81  35.0  18.7  108.8 14.4 21.7 29.8  0.00 1.06 1.00  0.00  1.06 4.735  0.00  0.82 1.23  45.9 0.28  886.8
2004  91   1   150.0  0.68   1.7   0.4    7.0 22.1  8.6 22.5  0.02 0.00 1.00  0.02  0.00 5.571  0.02  0.02 0.40  14.0 0.36  221.7
2004  92   2   150.0  0.68   1.7   0.4    7.4 23.9  2.5 18.7  0.00 0.40 1.00  0.00  0.40 5.586  0.00  0.04 0.38  14.0 0.35  221.7
2004  93   3   150.1  0.68   1.7   0.4    7.7 24.1  2.6 21.0  0.00 0.38 1.00  0.00  0.38 5.571  0.00  0.04 0.40  14.0 0.36  221.7
2004  94   4   150.1  0.68   1.7   0.4    8.2 24.2  3.7 22.9  0.00 0.40 1.00  0.00  0.40 5.555  0.00  0.04 0.41  14.0 0.38  221.7
2004  95   5   150.3  0.68   1.7   0.5    8.6 24.4  5.3 24.6  0.00 0.41 1.00  0.00  0.41 5.535  0.00  0.04 0.43  14.0 0.39  221.7
2004  96   6   150.4  0.68   1.7   0.5    8.9 24.4  1.6 23.9  0.00 0.43 1.00  0.00  0.43 5.557  0.00  0.04 0.41  14.0 0.37  221.7
2004  97   7   150.8  0.68   1.7   0.6    9.5 23.5  6.7 27.1  0.00 0.41 1.00  0.00  0.41 5.534  0.00  0.04 0.43  14.0 0.39  221.7
2004  98   8   151.2  0.68   1.7   0.6    9.9  8.5  4.7 22.6  0.49 0.43 1.00  0.49  0.43 5.823  0.49  0.53 0.15  14.0 0.13  221.7
2004  99   9   152.3  0.69   1.7   0.7   10.8 20.0 15.1 27.5  0.00 0.00 1.00  0.00  0.00 5.423  0.00  0.00 0.40  14.1 0.36  221.7
2004 100  10   153.3  0.69   1.7   0.8   11.5 21.3 11.9 28.5  0.02 0.55 1.00  0.02  0.55 5.550  0.02  0.07 0.42  14.1 0.38  221.7
2004 101  11   154.5  0.70   1.7   0.9   12.2 24.0 10.8 31.2  0.00 0.42 1.00  0.00  0.42 5.489  0.00  0.04 0.48  14.2 0.43  221.7
2004 102  12   155.8  0.70   1.7   0.9   12.9  4.9 11.0 20.4  0.05 0.48 1.00  0.05  0.48 5.881  0.05  0.09 0.09  14.2 0.08  221.7
2004 103  13   157.6  0.71   1.7   0.9   13.8 12.9 15.4 26.4  0.74 0.00 1.00  0.74  0.00 5.713  0.65  0.66 0.26  14.3 0.23  221.7
2004 104  14   158.7  0.72   1.7   1.0   14.3 11.5  5.8 18.0  0.91 0.00 1.00  0.91  0.00 5.780  0.65  0.68 0.19  14.3 0.17  221.7
2004 105  15   159.5  0.72   1.8   1.0   14.7 25.8  2.2 19.1  0.00 0.00 1.00  0.00  0.00 5.367  0.00  0.00 0.41  14.3 0.37  221.7
2004 106  16   160.5  0.72   1.8   1.1   15.1 26.1  3.1 23.4  0.00 0.60 1.00  0.00  0.60 5.522  0.00  0.06 0.45  14.4 0.40  221.7
2004 107  17   161.6  0.73   1.8   1.2   15.5 26.0  4.1 27.0  0.00 0.45 1.00  0.00  0.45 5.500  0.00  0.04 0.47  14.4 0.42  221.7
2004 108  18   163.1  0.74   1.8   1.3   16.0 25.4  6.9 28.0  0.00 0.47 1.00  0.00  0.47 5.493  0.00  0.04 0.48  14.5 0.43  221.7
2004 109  19   165.1  0.74   1.8   1.4   16.7 25.7  9.7 28.3  0.00 0.48 1.00  0.00  0.48 5.473  0.00  0.04 0.50  14.5 0.45  221.7
2004 110  20   167.6  0.76   1.8   1.5   17.4 24.0 11.7 28.6  0.00 0.50 1.00  0.00  0.50 5.497  0.00  0.05 0.47  14.6 0.43  221.7
2004 111  21   170.2  0.77   1.9   1.6   18.1 18.9 11.7 27.1  0.00 0.47 1.00  0.00  0.47 5.603  0.00  0.04 0.37  14.7 0.33  221.7
2004 112  22   173.0  0.78   1.9   1.7   18.9 18.7 11.2 26.0  0.00 0.37 1.00  0.00  0.37 5.612  0.00  0.03 0.36  14.8 0.32  221.7
2004 113  23   176.0  0.79   1.9   1.8   19.6 24.3 11.0 28.1  0.00 0.36 1.00  0.00  0.36 5.496  0.00  0.03 0.47  14.9 0.43  221.7
2004 114  24   179.0  0.81   2.0   1.9   20.2 22.6  9.8 29.9  0.00 0.47 1.00  0.00  0.47 5.527  0.00  0.04 0.44  15.0 0.40  221.7
2004 115  25   182.5  0.82   2.0   2.0   21.0 24.1 11.8 30.2  0.00 0.44 1.00  0.00  0.44 5.488  0.00  0.04 0.48  15.2 0.44  221.7
2004 116  26   186.9  0.84   2.1   2.1   21.8 22.8 14.3 30.0  0.00 0.48 1.00  0.00  0.48 5.505  0.00  0.04 0.46  15.3 0.42  221.7
2004 117  27   192.0  0.87   2.1   2.1   22.7  9.5 15.8 26.1  0.40 0.46 1.00  0.40  0.46 5.780  0.40  0.44 0.19  15.5 0.17  221.7
2004 118  28   196.2  0.89   2.2   2.2   23.4 26.6 11.0 25.6  0.00 0.00 1.00  0.00  0.00 5.274  0.00  0.00 0.51  15.7 0.46  221.7
2004 119  29   199.7  0.90   2.2   2.3   24.0 27.3  7.2 27.3  0.00 0.69 1.00  0.00  0.69 5.460  0.00  0.06 0.51  15.8 0.46  221.7
2004 120  30   204.8  0.92   2.3   2.4   24.7 21.8 12.5 28.3  0.00 0.51 1.00  0.00  0.51 5.539  0.00  0.05 0.43  15.9 0.39  221.7
2004 121  31   211.8  0.96   2.3   2.5   25.7 11.0 17.6 25.1  5.03 0.43 1.00  5.03  0.43 5.749  5.03  5.07 0.22  16.1 0.20  221.7
2004 122  32   219.5  0.99   2.4   2.5   26.7 16.6 17.9 29.3  0.02 0.00 1.00  0.02  0.00 5.424  0.00  0.00 0.34  16.3 0.31  221.7
2004 123  33   227.7  1.03   2.5   2.6   27.7 10.8 18.3 27.0  0.05 0.54 1.00  0.05  0.54 5.748  0.05  0.10 0.22  16.5 0.20  221.7
2004 124  34   234.4  1.06   2.6   2.7   28.5 27.9 12.5 24.3  0.28 0.00 1.00  0.28  0.00 5.437  0.06  0.08 0.53  16.6 0.48  221.7
2004 125  35   239.7  1.08   2.7   2.8   29.1 27.8  8.0 23.4  0.00 0.53 1.00  0.00  0.53 5.467  0.00  0.05 0.50  16.8 0.45  221.7
2004 126  36   245.1  1.11   2.7   2.9   29.7 27.0  7.7 29.1  0.00 0.50 1.00  0.00  0.50 5.454  0.00  0.05 0.51  16.9 0.47  221.7
2004 127  37   252.8  1.14   2.8   3.0   30.4 26.8 12.7 32.1  0.00 0.51 1.00  0.00  0.51 5.421  0.00  0.05 0.55  17.1 0.50  221.7
2004 128  38   261.2  1.18   2.9   3.2   31.2 27.0 13.3 33.0  0.00 0.55 1.00  0.00  0.55 5.411  0.00  0.05 0.56  17.3 0.51  221.7
2004 129  39   270.5  1.22   3.0   3.3   32.1 25.4 14.6 33.4  0.00 0.56 1.00  0.00  0.56 5.437  0.00  0.05 0.53  17.5 0.48  221.7
2004 130  40   281.2  1.27   3.2   3.4   33.0 27.7 16.6 30.8  0.00 0.53 1.00  0.00  0.53 5.391  0.00  0.05 0.58  17.8 0.52  221.7
2004 131  41   292.9  1.32   3.3   3.5   34.0 19.2 17.2 29.1  0.00 0.58 1.00  0.00  0.58 5.573  0.00  0.05 0.40  18.1 0.36  221.7
2004 132  42   305.2  1.38   3.4   3.6   35.0 21.7 17.4 30.4  0.00 0.40 1.00  0.00  0.40 5.516  0.00  0.04 0.45  18.4 0.41  221.7
