 Run: data/cwarner/testdate2          
 
 CRF_N  CRF_DAYS
 3.00   259
 
  YR DOY DAY Tmean    VP  TFac     Rate     NRel    CumNRel    CRF_N  NDemand   NFD  AvT AvNFD    NRel2   CRF_N2 AvT2  NFD2    SUB_N  RD2
2000  32   1  6.90 1.010 0.735 0.000000 0.000000  0.000000  3.000000 0.008365 352.2  7.1 352.2 0.000000 0.000000  0.0   0.0 0.599032  -99
2000  33   2  9.60 1.213 0.778 0.000073 0.000218  0.000218  2.999782 0.007495 332.7  8.5 342.5 0.000000 0.000000  0.0   0.0 0.598283  -99
2000  34   3 10.80 1.310 0.799 0.000115 0.000345  0.000563  2.999437 0.006644 324.2  9.3 336.4 0.000000 0.000000  0.0   0.0 0.597658  -99
2000  35   4 10.95 1.330 0.803 0.000155 0.000465  0.001028  2.998972 0.005809 322.5  9.8 332.9 0.000000 0.000000  0.0   0.0 0.597143  -99
2000  36   5  4.70 0.871 0.706 0.000150 0.000450  0.001478  2.998522 0.004832 366.7  8.8 339.7 0.000000 0.000000  0.0   0.0 0.596596  -99
2000  37   6  5.65 0.931 0.719 0.000186 0.000559  0.002037  2.997963 0.003839 360.3  8.3 343.1 0.000000 0.000000  0.0   0.0 0.596159  -99
2000  38   7  8.40 1.122 0.759 0.000242 0.000727  0.002764  2.997236 0.002949 341.2  8.4 342.8 0.000000 0.000000  0.0   0.0 0.595891  -99
2000  39   8 10.30 1.266 0.790 0.000300 0.000899  0.003663  2.996337 0.002230 328.0  8.6 341.0 0.000000 0.000000  0.0   0.0 0.595777  -99
2000  40   9  9.95 1.245 0.785 0.000333 0.001000  0.004662  2.995338 0.001477 329.9  8.8 339.8 0.000000 0.000000  0.0   0.0 0.595708  -99
2000  41  10 10.85 1.322 0.801 0.000386 0.001157  0.005819  2.994181 0.000716 323.2  9.0 338.1 0.000000 0.000000  0.0   0.0 0.596149  -99
2000  42  11 13.45 1.554 0.850 0.000478 0.001433  0.007253  2.992747 0.000486 304.6  9.5 335.1 0.000000 0.000000  0.0   0.0 0.597096  -99
2000  43  12 17.00 1.945 0.933 0.000627 0.001881  0.009134  2.990866 0.000602 277.7 10.1 330.3 0.000000 0.000000  0.0   0.0 0.598375  -99
2000  44  13 17.05 1.961 0.936 0.000684 0.002053  0.011187  2.988813 0.000726 276.7 10.6 326.2 0.000000 0.000000  0.0   0.0 0.599702  -99
2000  45  14 18.35 2.111 0.968 0.000787 0.002362  0.013549  2.986451 0.000552 267.7 11.2 322.0 0.000000 0.000000  0.0   0.0 0.571599  -99
2000  46  15 15.20 1.762 0.894 0.000721 0.002162  0.015711  2.984289 0.000725 289.7 11.5 319.8 0.000000 0.000000  0.0   0.0 0.573036  -99
2000  47  16 15.90 1.834 0.909 0.000795 0.002384  0.018094  2.981905 0.000731 284.9 11.8 317.6 0.000000 0.000000  0.0   0.0 0.574689  -99
