 RUN:  data/cwarner/auto2012b          
 
  YR DOY DAY   TMIN  TMAX TMAXB TBIAS  SRAD  FCDR   DRF    RDT    DT TEMF    RW    TW      LA  LAI
2011 364  50    2.7  21.4  21.6  12.2  12.3   0.9   0.8   0.4  30.1 0.62   2.4   2.9   263.5  1.2
2011 365  51    8.8  25.2  25.2  17.0   6.1   0.4   0.3   0.6  30.7 1.00   2.4   2.9   270.3  1.2
2012   1  52    8.3  23.5  23.7  16.0  11.2   0.8   0.7   0.6  31.3 0.98   2.4   3.0   277.1  1.2
2012   2  53    4.1  17.7  17.8  11.0   9.9   0.7   0.6   0.4  31.7 0.47   2.4   3.1   281.9  1.3
2012   3  54   -5.0   7.5   7.7   1.4  13.0   0.9   0.8   0.0  31.7 0.00   2.4   3.1   281.9  1.3
2012   4  55   -7.7  13.3  13.5   2.9  13.1   0.8   0.8   0.0  31.7 0.00   2.4   3.1   281.9  1.3
2012   5  56   -3.7  19.9  20.1   8.2  13.1   0.9   0.8   0.1  31.8 0.06   2.5   3.1   282.8  1.3
2012   6  57    3.7  21.8  22.0  12.8  11.7   0.8   0.7   0.4  32.2 0.70   2.5   3.1   287.7  1.3
2012   7  58    5.6  23.5  23.7  14.7  11.9   0.8   0.8   0.5  32.7 0.88   2.5   3.2   293.6  1.3
2012   8  59    4.5  25.7  25.8  15.2   9.3   0.6   0.5   0.4  33.1 0.92   2.6   3.3   299.1  1.3
2012   9  60    6.3  25.1  25.3  15.8  12.4   0.9   0.8   0.5  33.7 0.97   2.6   3.3   305.7  1.4
2012  10  61    6.3  25.1  25.3  15.8  12.4   0.9   0.8   0.5  34.2 0.97   2.7   3.4   312.5  1.4
