 RUN:  data/cwarner/testloc2           
 
  YR DOY DAY   TMIN  TMAX TMAXB TBIAS  SRAD  FCDR   DRF   RDT    DT TEMF    RW    TW      LA  LAI
2003  91   1    1.0  21.4  22.2  11.6  26.3   0.9   0.9   0.3   6.7 0.55   0.4   1.7   150.0  0.7
2003  92   2    5.9  24.4  25.2  15.6  25.8   0.9   0.9   0.5   7.2 0.95   0.4   1.7   150.0  0.7
2003  93   3    8.9  26.6  27.2  18.1  22.8   0.8   0.8   0.6   7.8 1.00   0.4   1.7   150.1  0.7
2003  94   4   14.5  29.0  29.8  22.1  24.4   0.9   0.9   0.9   8.7 1.00   0.4   1.7   150.2  0.7
2003  95   5   14.9  30.2  31.0  23.0  25.6   1.0   0.9   0.9   9.6 1.00   0.5   1.7   150.5  0.7
2003  96   6   16.2  31.9  32.4  24.3  19.8   0.7   0.7   0.9  10.5 1.00   0.5   1.7   151.0  0.7
2003  97   7   22.4  32.1  32.7  27.5  21.7   0.8   0.8   1.0  11.5 1.00   0.6   1.7   151.7  0.7
2003  98   8   21.7  31.3  31.7  26.7  18.2   0.7   0.6   1.0  12.5 1.00   0.6   1.7   152.9  0.7
2003  99   9   18.1  28.2  28.5  23.3  17.5   0.7   0.5   1.0  13.5 1.00   0.7   1.7   154.5  0.7
2003 100  10   12.1  18.2  18.5  15.3  18.2   0.7   0.5   0.8  14.2 0.93   0.8   1.7   156.2  0.7
2003 101  11    9.6  20.0  20.6  15.1  23.2   0.8   0.8   0.7  14.9 0.91   0.8   1.7   157.8  0.7
2003 102  12   12.4  26.3  27.2  19.8  27.0   1.0   1.0   0.8  15.7 1.00   0.9   1.8   159.8  0.7
2003 103  13   13.5  28.2  29.1  21.3  27.4   1.0   1.0   0.8  16.5 1.00   1.0   1.8   162.2  0.7
2003 104  14   12.0  30.0  30.8  21.4  26.2   0.9   0.9   0.8  17.2 1.00   1.1   1.8   164.7  0.7
2003 105  15   14.3  28.2  28.8  21.6  23.3   0.8   0.8   0.8  18.1 1.00   1.2   1.8   167.7  0.8
2003 106  16   14.0  29.1  29.5  21.7  19.7   0.7   0.6   0.8  18.9 1.00   1.3   1.9   170.9  0.8
2003 107  17   14.8  30.5  31.4  23.1  27.3   1.0   1.0   0.9  19.8 1.00   1.4   1.9   174.6  0.8
