 Run: data/cwarner/testloc3           
 
  YR DOY DAY     SubN  DrCm3  DrNconc   DrainN NRelease  NUptake     CumDr  CumDrN  ROcm3 RO_Nconc     Ro_N   CumRoN   THRU_N      IrN   CumIrN
2003  91   1 0.592283    0.0 0.000000 0.000000 0.000000 0.000967      0.0 0.000000    0.0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2003  92   2 0.591752    0.0 0.000000 0.000000 0.000439 0.000970      0.0 0.000000    6.7 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2003  93   3 0.591435    0.0 0.000000 0.000000 0.000667 0.000984      0.0 0.000000    9.7 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2003  94   4 0.591472    0.0 0.000000 0.000000 0.001036 0.000999      0.0 0.000000    0.0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2003  95   5 0.591794    0.0 0.000000 0.000000 0.001359 0.001037      0.0 0.000000   14.7 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2003  96   6 0.592576    0.0 0.000000 0.000000 0.001875 0.001092      0.0 0.000000    9.7 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2003  97   7 0.593688    0.0 0.000000 0.000000 0.002277 0.001166      0.0 0.000000    8.8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2003  98   8 0.594914    0.0 0.000000 0.000000 0.002487 0.001260      0.0 0.000000    8.6 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2003  99   9 0.575557  118.6 0.000175 0.020805 0.002814 0.001366    118.6 0.020805  138.3 0.000150 0.020805 0.020805 0.000000 0.000000 0.000000
2003 100  10 0.576115    0.0 0.000000 0.000000 0.002021 0.001463    118.6 0.020805    0.4 0.000000 0.000000 0.020805 0.000000 0.000000 0.000000
2003 101  11 0.576685    0.0 0.000000 0.000000 0.002217 0.001647    118.6 0.020805   15.2 0.000000 0.000000 0.020805 0.000000 0.000000 0.000000
2003 102  12 0.577523    0.0 0.000000 0.000000 0.002657 0.001820    118.6 0.020805    6.9 0.000000 0.000000 0.020805 0.000000 0.000000 0.000000
2003 103  13 0.578557    0.0 0.000000 0.000000 0.003053 0.002019    118.6 0.020805   10.1 0.000000 0.000000 0.020805 0.000000 0.000000 0.000000
2003 104  14 0.573171   28.1 0.000222 0.006251 0.003081 0.002217    146.8 0.027056   42.4 0.000147 0.006251 0.027056 0.000000 0.000000 0.000000
2003 105  15 0.574693    0.0 0.000000 0.000000 0.003936 0.002413    146.8 0.027056    9.5 0.000000 0.000000 0.027056 0.000000 0.000000 0.000000
2003 106  16 0.576159    0.0 0.000000 0.000000 0.004066 0.002601    146.8 0.027056   10.8 0.000000 0.000000 0.027056 0.000000 0.000000 0.000000
2003 107  17 0.570444   38.2 0.000215 0.008204 0.004625 0.002136    185.0 0.035260   51.0 0.000161 0.008204 0.035260 0.000000 0.000000 0.000000
2003 108  18 0.573316    0.0 0.000000 0.000000 0.005089 0.002217    185.0 0.035260    8.9 0.000000 0.000000 0.035260 0.000000 0.000000 0.000000
2003 109  19 0.568442   38.2 0.000214 0.008163 0.005385 0.002095    223.2 0.043423   51.7 0.000158 0.008163 0.043423 0.000000 0.000000 0.000000
2003 110  20 0.571250    0.0 0.000000 0.000000 0.005308 0.002501    223.2 0.043423    6.4 0.000000 0.000000 0.043423 0.000000 0.000000 0.000000
2003 111  21 0.574143    0.0 0.000000 0.000000 0.005553 0.002660    223.2 0.043423   11.0 0.000000 0.000000 0.043423 0.000000 0.000000 0.000000
2003 112  22 0.577869    0.0 0.000000 0.000000 0.006546 0.002819    223.2 0.043423    9.5 0.000000 0.000000 0.043423 0.000000 0.000000 0.000000
2003 113  23 0.582183    0.0 0.000000 0.000000 0.007300 0.002986    223.2 0.043423   10.3 0.000000 0.000000 0.043423 0.000000 0.000000 0.000000
2003 114  24 0.585162    0.0 0.000000 0.000000 0.006116 0.003138    223.2 0.043423   12.0 0.000000 0.000000 0.043423 0.000000 0.000000 0.000000
2003 115  25 0.589903    0.0 0.000000 0.000000 0.008081 0.003340    223.2 0.043423   10.3 0.000000 0.000000 0.043423 0.000000 0.000000 0.000000
