 Run: data/cwarner/testdate2          
 
  YR DOY DAY     SubN  DrCm3  DrNconc   DrainN NRelease  NUptake     CumDr  CumDrN  ROcm3 RO_Nconc     Ro_N   CumRoN   THRU_N      IrN   CumIrN
2000  32   1 0.599032    0.0 0.000000 0.000000 0.000000 0.000968      0.0 0.000000    0.0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2000  33   2 0.598283    0.0 0.000000 0.000000 0.000218 0.000968      0.0 0.000000    0.0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2000  34   3 0.597658    0.0 0.000000 0.000000 0.000345 0.000971      0.0 0.000000    9.4 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2000  35   4 0.597143    0.0 0.000000 0.000000 0.000465 0.000980      0.0 0.000000    0.0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2000  36   5 0.596596    0.0 0.000000 0.000000 0.000450 0.000996      0.0 0.000000    9.9 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2000  37   6 0.596159    0.0 0.000000 0.000000 0.000559 0.000996      0.0 0.000000    0.0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2000  38   7 0.595891    0.0 0.000000 0.000000 0.000727 0.000996      0.0 0.000000    9.9 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2000  39   8 0.595777    0.0 0.000000 0.000000 0.000899 0.001013      0.0 0.000000    0.0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2000  40   9 0.595708    0.0 0.000000 0.000000 0.001000 0.001069      0.0 0.000000    9.8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2000  41  10 0.596149    0.0 0.000000 0.000000 0.001157 0.000716      0.0 0.000000    0.0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2000  42  11 0.597096    0.0 0.000000 0.000000 0.001433 0.000486      0.0 0.000000   11.1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2000  43  12 0.598375    0.0 0.000000 0.000000 0.001881 0.000602      0.0 0.000000    0.0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2000  44  13 0.599702    0.0 0.000000 0.000000 0.002053 0.000726      0.0 0.000000    7.8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2000  45  14 0.571599  243.6 0.000123 0.029912 0.002362 0.000552    243.6 0.029912  273.6 0.000109 0.029912 0.029912 0.000000 0.000000 0.000000
2000  46  15 0.573036    0.0 0.000000 0.000000 0.002162 0.000725    243.6 0.029912    0.0 0.000000 0.000000 0.029912 0.000000 0.000000 0.000000
2000  47  16 0.574689    0.0 0.000000 0.000000 0.002384 0.000731    243.6 0.029912    8.2 0.000000 0.000000 0.029912 0.000000 0.000000 0.000000
2000  48  17 0.576799    0.0 0.000000 0.000000 0.002974 0.000864    243.6 0.029912    6.2 0.000000 0.000000 0.029912 0.000000 0.000000 0.000000
2000  49  18 0.578978    0.0 0.000000 0.000000 0.003087 0.000908    243.6 0.029912    6.5 0.000000 0.000000 0.029912 0.000000 0.000000 0.000000
2000  50  19 0.581583    0.0 0.000000 0.000000 0.003540 0.000935    243.6 0.029912    6.6 0.000000 0.000000 0.029912 0.000000 0.000000 0.000000
2000  51  20 0.583427    0.0 0.000000 0.000000 0.002498 0.000654    243.6 0.029912    0.0 0.000000 0.000000 0.029912 0.000000 0.000000 0.000000
2000  52  21 0.585393    0.0 0.000000 0.000000 0.002236 0.000271    243.6 0.029912   11.2 0.000000 0.000000 0.029912 0.000000 0.000000 0.000000
2000  53  22 0.587461    0.0 0.000000 0.000000 0.002765 0.000696    243.6 0.029912    0.0 0.000000 0.000000 0.029912 0.000000 0.000000 0.000000
2000  54  23 0.589762    0.0 0.000000 0.000000 0.003175 0.000874    243.6 0.029912   12.2 0.000000 0.000000 0.029912 0.000000 0.000000 0.000000
2000  55  24 0.592445    0.0 0.000000 0.000000 0.003709 0.001026    243.6 0.029912    0.0 0.000000 0.000000 0.029912 0.000000 0.000000 0.000000
2000  56  25 0.595203    0.0 0.000000 0.000000 0.003793 0.001036    243.6 0.029912   11.4 0.000000 0.000000 0.029912 0.000000 0.000000 0.000000
2000  57  26 0.597943    0.0 0.000000 0.000000 0.003732 0.000992    243.6 0.029912    0.0 0.000000 0.000000 0.029912 0.000000 0.000000 0.000000
2000  58  27 0.593261   36.2 0.000224 0.008113 0.004512 0.001080    279.8 0.038026   50.9 0.000159 0.008113 0.038026 0.000000 0.000000 0.000000
2000  59  28 0.596114    0.0 0.000000 0.000000 0.003958 0.001105    279.8 0.038026    0.0 0.000000 0.000000 0.038026 0.000000 0.000000 0.000000
2000  60  29 0.599232    0.0 0.000000 0.000000 0.004184 0.001065    279.8 0.038026   11.9 0.000000 0.000000 0.038026 0.000000 0.000000 0.000000
2000  61  30 0.602635    0.0 0.000000 0.000000 0.004649 0.001247    279.8 0.038026    7.3 0.000000 0.000000 0.038026 0.000000 0.000000 0.000000
2000  62  31 0.607237    0.0 0.000000 0.000000 0.006102 0.001500    279.8 0.038026    7.1 0.000000 0.000000 0.038026 0.000000 0.000000 0.000000
2000  63  32 0.611676    0.0 0.000000 0.000000 0.006079 0.001640    279.8 0.038026    0.0 0.000000 0.000000 0.038026 0.000000 0.000000 0.000000
2000  64  33 0.598926   82.4 0.000200 0.016520 0.005175 0.001405    362.3 0.054546  103.6 0.000159 0.016520 0.054546 0.000000 0.000000 0.000000
2000  65  34 0.602366    0.0 0.000000 0.000000 0.004639 0.001200    362.3 0.054546    0.6 0.000000 0.000000 0.054546 0.000000 0.000000 0.000000
