 Run: data/cwarner/testloc3           
 
 CRF_N  CRF_DAYS
 2.97   244
 
  YR DOY DAY Tmean    VP  TFac     Rate     NRel    CumNRel    CRF_N  NDemand   NFD  AvT AvNFD    NRel2   CRF_N2 AvT2  NFD2    SUB_N  RD2
2003  91   1 16.05 1.844 0.911 0.000000 0.000000  0.000000  2.966250 0.008537 267.7 16.2 267.7 0.000000 0.000000  0.0   0.0 0.592283  -99
2003  92   2 20.60 2.481 1.046 0.000148 0.000439  0.000439  2.965811 0.007868 233.3 18.6 250.5 0.000000 0.000000  0.0   0.0 0.591752  -99
2003  93   3 21.10 2.513 1.052 0.000225 0.000667  0.001106  2.965144 0.007217 231.9 19.4 244.3 0.000000 0.000000  0.0   0.0 0.591435  -99
2003  94   4 23.25 2.907 1.136 0.000349 0.001036  0.002142  2.964108 0.006652 214.9 20.5 236.9 0.000000 0.000000  0.0   0.0 0.591472  -99
2003  95   5 24.00 3.040 1.164 0.000458 0.001359  0.003501  2.962749 0.006159 209.7 21.2 231.5 0.000000 0.000000  0.0   0.0 0.591794  -99
2003  96   6 26.15 3.438 1.248 0.000632 0.001875  0.005376  2.960874 0.005730 195.6 22.1 225.5 0.000000 0.000000  0.0   0.0 0.592576  -99
2003  97   7 26.75 3.558 1.273 0.000768 0.002277  0.007654  2.958596 0.005376 191.7 22.8 220.7 0.000000 0.000000  0.0   0.0 0.593688  -99
2003  98   8 26.15 3.422 1.244 0.000838 0.002487  0.010140  2.956110 0.005065 196.1 23.2 217.6 0.000000 0.000000  0.0   0.0 0.594914  -99
2003  99   9 26.30 3.439 1.248 0.000949 0.002814  0.012954  2.953296 0.004740 195.5 23.6 215.2 0.000000 0.000000  0.0   0.0 0.575557  -99
2003 100  10 19.25 2.279 1.003 0.000681 0.002021  0.014975  2.951275 0.004609 243.2 23.2 218.0 0.000000 0.000000  0.0   0.0 0.576115  -99
2003 101  11 19.40 2.273 1.002 0.000748 0.002217  0.017192  2.949058 0.004411 243.5 22.8 220.3 0.000000 0.000000  0.0   0.0 0.576685  -99
2003 102  12 20.75 2.502 1.050 0.000896 0.002657  0.019850  2.946400 0.004195 232.3 22.7 221.3 0.000000 0.000000  0.0   0.0 0.577523  -99
2003 103  13 21.60 2.651 1.082 0.001029 0.003053  0.022903  2.943347 0.003911 225.6 22.7 221.6 0.000000 0.000000  0.0   0.0 0.578557  -99
2003 104  14 20.70 2.487 1.047 0.001039 0.003081  0.025984  2.940266 0.003488 233.0 22.5 222.4 0.000000 0.000000  0.0   0.0 0.573171  -99
2003 105  15 23.40 2.943 1.143 0.001327 0.003936  0.029920  2.936330 0.003114 213.4 22.6 221.8 0.000000 0.000000  0.0   0.0 0.574693  -99
2003 106  16 23.05 2.857 1.125 0.001371 0.004066  0.033986  2.932264 0.002651 216.9 22.7 221.5 0.000000 0.000000  0.0   0.0 0.576159  -99
2003 107  17 24.10 3.042 1.164 0.001559 0.004625  0.038611  2.927639 0.002136 209.6 22.8 220.8 0.000000 0.000000  0.0   0.0 0.570444  -99
2003 108  18 24.65 3.149 1.187 0.001716 0.005089  0.043700  2.922550 0.002217 205.6 22.9 220.0 0.000000 0.000000  0.0   0.0 0.573316  -99
2003 109  19 24.85 3.156 1.188 0.001815 0.005385  0.049085  2.917165 0.002095 205.4 23.0 219.2 0.000000 0.000000  0.0   0.0 0.568442  -99
2003 110  20 23.60 2.974 1.150 0.001790 0.005308  0.054393  2.911857 0.002501 212.2 23.0 218.9 0.000000 0.000000  0.0   0.0 0.571250  -99
2003 111  21 23.65 2.964 1.148 0.001872 0.005553  0.059946  2.906304 0.002660 212.6 23.1 218.6 0.000000 0.000000  0.0   0.0 0.574143  -99
2003 112  22 25.40 3.294 1.217 0.002207 0.006546  0.066492  2.899758 0.002819 200.4 23.2 217.7 0.000000 0.000000  0.0   0.0 0.577869  -99
2003 113  23 26.25 3.484 1.257 0.002461 0.007300  0.073792  2.892458 0.002986 194.1 23.3 216.7 0.000000 0.000000  0.0   0.0 0.582183  -99
2003 114  24 23.05 2.864 1.127 0.002062 0.006116  0.079908  2.886342 0.003138 216.6 23.3 216.7 0.000000 0.000000  0.0   0.0 0.585162  -99
2003 115  25 26.65 3.539 1.269 0.002724 0.008081  0.087989  2.878261 0.003340 192.3 23.5 215.7 0.000000 0.000000  0.0   0.0 0.589903  -99
