 Run: data/cwarner/testloc2           
 
 CRF_N  CRF_DAYS
 2.97   244
 
  YR DOY DAY Tmean    VP  TFac     Rate     NRel    CumNRel    CRF_N  NDemand   NFD  AvT AvNFD    NRel2   CRF_N2 AvT2  NFD2    SUB_N  RD2
2003 138  48 28.45 3.899 1.345 0.005876 0.017429  0.353438  2.612812 0.007578 181.4 23.8 213.6 0.000000 0.000000  0.0   0.0 0.641508  -99
2003 139  49 27.60 3.701 1.303 0.005631 0.016703  0.370140  2.596109 0.007924 187.3 23.9 213.0 0.000000 0.000000  0.0   0.0 0.619332  -99
2003 140  50 26.15 3.404 1.240 0.005208 0.015447  0.385588  2.580662 0.009138 196.7 24.0 212.7 0.000000 0.000000  0.0   0.0 0.616223  -99
2003 141  51 25.65 3.304 1.219 0.005132 0.015222  0.400810  2.565440 0.009661 200.1 24.0 212.4 0.000000 0.000000  0.0   0.0 0.622340  -99
2003 142  52 25.40 3.251 1.208 0.005137 0.015238  0.416048  2.550202 0.009887 202.0 24.0 212.2 0.000000 0.000000  0.0   0.0 0.609443  -99
2003 143  53 24.30 3.041 1.164 0.004860 0.014415  0.430463  2.535786 0.008716 209.6 24.0 212.2 0.000000 0.000000  0.0   0.0 0.615142  -99
2003 144  54 25.80 3.333 1.225 0.005488 0.016280  0.446744  2.519506 0.010236 199.1 24.1 212.0 0.000000 0.000000  0.0   0.0 0.621967  -99
2003 145  55 26.50 3.487 1.258 0.005891 0.017476  0.464219  2.502031 0.019393 194.0 24.1 211.6 0.000000 0.000000  0.0   0.0 0.629803  -99
2003 146  56 27.15 3.623 1.286 0.006259 0.018567  0.482786  2.483464 0.020048 189.7 24.2 211.2 0.000000 0.000000  0.0   0.0 0.638560  -99
2003 147  57 26.45 3.477 1.256 0.006085 0.018050  0.500836  2.465414 0.020792 194.3 24.2 210.9 0.000000 0.000000  0.0   0.0 0.646635  -99
2003 148  58 26.40 3.458 1.252 0.006081 0.018037  0.518873  2.447377 0.021587 194.9 24.2 210.7 0.000000 0.000000  0.0   0.0 0.654534  -99
2003 149  59 24.25 3.051 1.166 0.005429 0.016104  0.534977  2.431273 0.022502 209.3 24.2 210.6 0.000000 0.000000  0.0   0.0 0.660343  -99
2003 150  60 26.15 3.409 1.241 0.005997 0.017788  0.552765  2.413485 0.023466 196.5 24.3 210.4 0.000000 0.000000  0.0   0.0 0.667682  -99
2003 151  61 27.55 3.701 1.303 0.006201 0.018393  0.571158  2.395092 0.024493 187.2 24.3 210.0 0.000000 0.000000  0.0   0.0 0.675477  -99
2003 152  62 27.45 3.672 1.297 0.006155 0.018256  0.589414  2.376836 0.025479 188.1 24.4 209.7 0.000000 0.000000  0.0   0.0 0.682992  -99
2003 153  63 28.45 3.901 1.345 0.006300 0.018686  0.608100  2.358150 0.026249 181.4 24.4 209.2 0.000000 0.000000  0.0   0.0 0.690810  -99
2003 154  64 26.45 3.463 1.253 0.005949 0.017647  0.625748  2.340502 0.027590 194.7 24.5 209.0 0.000000 0.000000  0.0   0.0 0.694652  -99
2003 155  65 25.35 3.235 1.205 0.005754 0.017067  0.642814  2.323436 0.022298 202.5 24.5 208.9 0.000000 0.000000  0.0   0.0 0.664087  -99
2003 156  66 26.50 3.464 1.253 0.005905 0.017516  0.660331  2.305919 0.019214 194.7 24.5 208.7 0.000000 0.000000  0.0   0.0 0.663790  -99
2003 157  67 27.15 3.607 1.283 0.005987 0.017758  0.678089  2.288161 0.020977 190.1 24.6 208.4 0.000000 0.000000  0.0   0.0 0.670389  -99
2003 158  68 27.40 3.656 1.293 0.005998 0.017791  0.695880  2.270370 0.021079 188.6 24.6 208.1 0.000000 0.000000  0.0   0.0 0.654872  -99
2003 159  69 26.70 3.506 1.262 0.005867 0.017404  0.713284  2.252966 0.019335 193.4 24.6 207.9 0.000000 0.000000  0.0   0.0 0.627647  -99
2003 160  70 27.00 3.571 1.276 0.005891 0.017473  0.730757  2.235492 0.020591 191.3 24.7 207.7 0.000000 0.000000  0.0   0.0 0.633779  -99
2003 161  71 28.05 3.803 1.325 0.006026 0.017874  0.748632  2.217618 0.023501 184.2 24.7 207.3 0.000000 0.000000  0.0   0.0 0.640244  -99
2003 162  72 28.80 3.969 1.360 0.006110 0.018125  0.766756  2.199493 0.024596 179.5 24.8 206.9 0.000000 0.000000  0.0   0.0 0.613192  -99
2003 163  73 27.55 3.690 1.301 0.005900 0.017502  0.784259  2.181991 0.027436 187.6 24.8 206.7 0.000000 0.000000  0.0   0.0 0.600686  -99
2003 164  74 27.70 3.723 1.308 0.005898 0.017495  0.801754  2.164496 0.031138 186.6 24.9 206.4 0.000000 0.000000  0.0   0.0 0.596319  -99
2003 165  75 27.80 3.742 1.312 0.005886 0.017459  0.819213  2.147037 0.034963 186.0 24.9 206.1 0.000000 0.000000  0.0   0.0 0.600931  -99
2003 166  76 28.00 3.785 1.321 0.005888 0.017467  0.836680  2.129570 0.040039 184.8 24.9 205.9 0.000000 0.000000  0.0   0.0 0.606425  -99
2003 167  77 27.20 3.727 1.309 0.005827 0.017284  0.853964  2.112286 0.043910 186.5 25.0 205.6 0.000000 0.000000  0.0   0.0 0.580130  -99
2003 168  78 28.00 3.956 1.357 0.005943 0.017629  0.871593  2.094656 0.047216 179.8 25.0 205.3 0.000000 0.000000  0.0   0.0 0.582698  -99
2003 169  79 27.90 3.826 1.329 0.005839 0.017319  0.888913  2.077337 0.049802 183.5 25.1 205.0 0.000000 0.000000  0.0   0.0 0.583679  -99
2003 170  80 24.40 3.057 1.167 0.005322 0.015785  0.904698  2.061552 0.043057 209.0 25.0 205.0 0.000000 0.000000  0.0   0.0 0.573193  -99
2003 171  81 22.90 2.793 1.112 0.005121 0.015191  0.919889  2.046361 0.033641 219.5 25.0 205.2 0.000000 0.000000  0.0   0.0 0.573027  -99
2003 172  82 25.30 3.279 1.214 0.005427 0.016099  0.935988  2.030262 0.031367 201.0 25.0 205.2 0.000000 0.000000  0.0   0.0 0.559376  -99
2003 173  83 24.70 3.115 1.179 0.005301 0.015723  0.951712  2.014538 0.026942 206.9 25.0 205.2 0.000000 0.000000  0.0   0.0 0.548168  -99
2003 174  84 26.75 3.700 1.303 0.005639 0.016727  0.968439  1.997811 0.027509 187.3 25.1 205.0 0.000000 0.000000  0.0   0.0 0.550312  -99
2003 175  85 25.90 3.750 1.313 0.005643 0.016739  0.985178  1.981071 0.027590 185.8 25.1 204.8 0.000000 0.000000  0.0   0.0 0.552931  -99
2003 176  86 25.55 3.553 1.272 0.005506 0.016333  1.001512  1.964738 0.028832 191.8 25.1 204.6 0.000000 0.000000  0.0   0.0 0.554604  -99
2003 177  87 26.00 3.737 1.311 0.005587 0.016572  1.018083  1.948166 0.028459 186.2 25.1 204.4 0.000000 0.000000  0.0   0.0 0.556028  -99
2003 178  88 27.30 3.911 1.347 0.005655 0.016775  1.034858  1.931391 0.026745 181.1 25.2 204.1 0.000000 0.000000  0.0   0.0 0.556244  -99
2003 179  89 27.05 3.707 1.304 0.005521 0.016377  1.051235  1.915015 0.024518 187.1 25.2 203.9 0.000000 0.000000  0.0   0.0 0.556545  -99
2003 180  90 26.40 3.550 1.271 0.005411 0.016051  1.067286  1.898963 0.021523 192.0 25.2 203.8 0.000000 0.000000  0.0   0.0 0.542740  -99
2003 181  91 28.75 4.173 1.403 0.005705 0.016921  1.084208  1.882042 0.017877 174.0 25.3 203.5 0.000000 0.000000  0.0   0.0 0.542098  -99
2003 182  92 28.65 4.127 1.393 0.005655 0.016773  1.100981  1.865269 0.013491 175.2 25.3 203.2 0.000000 0.000000  0.0   0.0 0.517373  -99
2003 183  93 27.40 3.757 1.315 0.005449 0.016162  1.117143  1.849107 0.012971 185.6 25.4 203.0 0.000000 0.000000  0.0   0.0 0.497553  -99
2003 184  94 26.95 3.694 1.301 0.005392 0.015995  1.133138  1.833112 0.014040 187.5 25.4 202.8 0.000000 0.000000  0.0   0.0 0.499508  -99
2003 185  95 28.60 4.173 1.403 0.005591 0.016585  1.149723  1.816527 0.012179 174.0 25.4 202.5 0.000000 0.000000  0.0   0.0 0.503914  -99
2003 186  96 27.85 4.003 1.367 0.005489 0.016281  1.166004  1.800246 0.013470 178.5 25.5 202.3 0.000000 0.000000  0.0   0.0 0.506725  -99
2003 187  97 29.15 4.335 1.437 0.005601 0.016615  1.182619  1.783631 0.011437 169.8 25.5 201.9 0.000000 0.000000  0.0   0.0 0.511903  -99
2003 188  98 28.50 4.127 1.393 0.005488 0.016277  1.198897  1.767353 0.012717 175.2 25.5 201.7 0.000000 0.000000  0.0   0.0 0.515464  -99
2003 189  99 29.75 4.570 1.486 0.005629 0.016696  1.215593  1.750657 0.008809 164.2 25.6 201.3 0.000000 0.000000  0.0   0.0 0.509173  -99
2003 190 100 28.95 4.157 1.399 0.005444 0.016148  1.231741  1.734509 0.011797 174.4 25.6 201.0 0.000000 0.000000  0.0   0.0 0.499024  -99
2003 191 101 28.75 4.254 1.420 0.005453 0.016174  1.247915  1.718335 0.011623 171.9 25.7 200.7 0.000000 0.000000  0.0   0.0 0.503575  -99
2003 192 102 28.75 4.038 1.374 0.005341 0.015844  1.263759  1.702491 0.011163 177.6 25.7 200.5 0.000000 0.000000  0.0   0.0 0.508256  -99
2003 193 103 27.15 3.644 1.291 0.005152 0.015281  1.279041  1.687209 0.011123 189.0 25.7 200.4 0.000000 0.000000  0.0   0.0 0.486153  -99
2003 194 104 26.90 3.597 1.281 0.005107 0.015149  1.294190  1.672060 0.023023 190.5 25.8 200.3 0.000000 0.000000  0.0   0.0 0.470105  -99
2003 195 105 27.25 3.682 1.299 0.005120 0.015187  1.309377  1.656873 0.029055 187.8 25.8 200.2 0.000000 0.000000  0.0   0.0 0.447389  -99
2003 196 106 25.05 3.178 1.193 0.004872 0.014451  1.323828  1.642422 0.018454 204.6 25.8 200.2 0.000000 0.000000  0.0   0.0 0.442645  -99
2003 197 107 26.25 3.454 1.251 0.004976 0.014761  1.338589  1.627661 0.024189 195.0 25.8 200.2 0.000000 0.000000  0.0   0.0 0.436955  -99
2003 198 108 27.80 3.993 1.365 0.005163 0.015315  1.353904  1.612346 0.034387 178.8 25.8 200.0 0.000000 0.000000  0.0   0.0 0.432534  -99
2003 199 109 27.85 3.994 1.365 0.005137 0.015238  1.369142  1.597108 0.039776 178.8 25.8 199.8 0.000000 0.000000  0.0   0.0 0.420101  -99
2003 200 110 27.55 3.840 1.332 0.005057 0.015000  1.384142  1.582108 0.054528 183.1 25.9 199.6 0.000000 0.000000  0.0   0.0 0.399098  -99
2003 201 111 27.80 3.858 1.336 0.005038 0.014943  1.399085  1.567165 0.071389 182.6 25.9 199.5 0.000000 0.000000  0.0   0.0 0.394114  -99
2003 202 112 28.30 3.958 1.357 0.005045 0.014964  1.414049  1.552201 0.085556 179.8 25.9 199.3 0.000000 0.000000  0.0   0.0 0.386265  -99
2003 203 113 27.10 3.630 1.288 0.004908 0.014557  1.428606  1.537644 0.096290 189.4 25.9 199.2 0.000000 0.000000  0.0   0.0 0.360483  -99
2004  91   1 21.80 2.680 1.088 0.000080 0.000238  0.000238  2.966012 0.008620 224.3 22.2 224.3 0.000000 0.000000  0.0   0.0 0.592520  -99
2004  92   2 14.30 1.681 0.877 0.000104 0.000309  0.000546  2.965703 0.007862 278.2 18.5 251.3 0.000000 0.000000  0.0   0.0 0.591859  -99
2004  93   3 15.10 1.765 0.895 0.000163 0.000482  0.001029  2.965221 0.007136 272.7 17.5 258.4 0.000000 0.000000  0.0   0.0 0.591359  -99
2004  94   4 17.10 2.010 0.946 0.000243 0.000719  0.001748  2.964502 0.006486 257.8 17.5 258.3 0.000000 0.000000  0.0   0.0 0.591072  -99
2004  95   5 16.95 1.991 0.942 0.000301 0.000891  0.002639  2.963610 0.005894 258.9 17.5 258.4 0.000000 0.000000  0.0   0.0 0.590917  -99
2004  96   6 16.20 1.899 0.923 0.000346 0.001027  0.003666  2.962584 0.005347 264.3 17.4 259.4 0.000000 0.000000  0.0   0.0 0.590834  -99
2004  97   7 17.40 2.035 0.952 0.000429 0.001273  0.004939  2.961311 0.004866 256.4 17.4 259.0 0.000000 0.000000  0.0   0.0 0.590911  -99
2004  98   8 21.10 2.539 1.058 0.000606 0.001798  0.006737  2.959513 0.004535 230.6 17.9 255.4 0.000000 0.000000  0.0   0.0 0.591393  -99
2004  99   9 22.55 2.768 1.106 0.000745 0.002211  0.008948  2.957302 0.004334 220.6 18.4 251.5 0.000000 0.000000  0.0   0.0 0.572165  -99
2004 100  10 23.30 2.916 1.138 0.000876 0.002598  0.011546  2.954704 0.004153 214.5 19.0 247.8 0.000000 0.000000  0.0   0.0 0.573135  -99
2004 101  11 23.10 2.905 1.135 0.000959 0.002846  0.014392  2.951858 0.003859 215.0 19.4 244.9 0.000000 0.000000  0.0   0.0 0.574162  -99
2004 102  12 22.60 2.773 1.107 0.000996 0.002955  0.017346  2.948904 0.003383 220.3 19.7 242.8 0.000000 0.000000  0.0   0.0 0.544938  -99
2004 103  13 22.55 2.741 1.101 0.001066 0.003162  0.020509  2.945741 0.002586 221.7 19.9 241.2 0.000000 0.000000  0.0   0.0 0.517417  -99
2004 104  14 19.90 2.336 1.015 0.000977 0.002897  0.023406  2.942844 0.001730 240.4 19.9 241.1 0.000000 0.000000  0.0   0.0 0.518584  -99
2004 105  15 13.30 1.569 0.853 0.000739 0.002193  0.025599  2.940651 0.001198 285.9 19.5 244.1 0.000000 0.000000  0.0   0.0 0.519579  -99
2004 106  16 15.85 1.855 0.914 0.000904 0.002682  0.028281  2.937969 0.001396 267.1 19.3 245.5 0.000000 0.000000  0.0   0.0 0.520865  -99
2004 107  17 16.20 1.890 0.921 0.000976 0.002895  0.031176  2.935074 0.001413 264.9 19.1 246.7 0.000000 0.000000  0.0   0.0 0.522348  -99
2004 108  18 18.50 2.184 0.983 0.001178 0.003493  0.034669  2.931581 0.001612 248.2 19.1 246.8 0.000000 0.000000  0.0   0.0 0.524229  -99
2004 109  19 18.55 2.196 0.986 0.001249 0.003706  0.038376  2.927874 0.001657 247.5 19.1 246.8 0.000000 0.000000  0.0   0.0 0.526278  -99
2004 110  20 19.55 2.327 1.013 0.001390 0.004122  0.042498  2.923752 0.001782 240.8 19.1 246.5 0.000000 0.000000  0.0   0.0 0.528618  -99
2004 111  21 18.75 2.212 0.989 0.001391 0.004125  0.046622  2.919627 0.001806 246.7 19.1 246.5 0.000000 0.000000  0.0   0.0 0.530937  -99
2004 112  22 21.10 2.533 1.057 0.001663 0.004932  0.051554  2.914696 0.002077 230.9 19.2 245.8 0.000000 0.000000  0.0   0.0 0.533792  -99
2004 113  23 24.20 3.080 1.172 0.002139 0.006344  0.057898  2.908352 0.002406 208.2 19.5 244.2 0.000000 0.000000  0.0   0.0 0.537730  -99
2004 114  24 22.80 2.812 1.116 0.002022 0.005996  0.063894  2.902356 0.002362 218.7 19.6 243.1 0.000000 0.000000  0.0   0.0 0.541364  -99
2004 115  25 22.45 2.785 1.110 0.002084 0.006182  0.070076  2.896173 0.002460 219.9 19.7 242.2 0.000000 0.000000  0.0   0.0 0.545086  -99
2004 116  26 23.35 2.899 1.134 0.002263 0.006711  0.076788  2.889462 0.002700 215.2 19.9 241.1 0.000000 0.000000  0.0   0.0 0.549097  -99
2004 117  27 24.40 3.091 1.174 0.002520 0.007476  0.084264  2.881986 0.002954 207.8 20.1 239.9 0.000000 0.000000  0.0   0.0 0.553618  -99
2004 118  28 18.45 2.125 0.971 0.001786 0.005297  0.089561  2.876689 0.002063 251.4 20.0 240.3 0.000000 0.000000  0.0   0.0 0.556853  -99
2004 119  29 19.50 2.317 1.011 0.002007 0.005953  0.095514  2.870736 0.002646 241.3 20.0 240.4 0.000000 0.000000  0.0   0.0 0.560160  -99
2004 120  30 22.90 2.813 1.116 0.002528 0.007498  0.103012  2.863238 0.003185 218.7 20.1 239.6 0.000000 0.000000  0.0   0.0 0.564473  -99
2004 121  31 25.85 3.349 1.229 0.003168 0.009398  0.112411  2.853839 0.003315 198.6 20.3 238.3 0.000000 0.000000  0.0   0.0 0.542871  -99
2004 122  32 26.70 3.559 1.273 0.003511 0.010413  0.122824  2.843426 0.003802 191.7 20.5 236.9 0.000000 0.000000  0.0   0.0 0.531143  -99
2004 123  33 26.50 3.484 1.257 0.003531 0.010475  0.133299  2.832951 0.003829 194.1 20.7 235.6 0.000000 0.000000  0.0   0.0 0.535629  -99
2004 124  34 22.75 2.768 1.106 0.002817 0.008355  0.141654  2.824596 0.002848 220.6 20.7 235.1 0.000000 0.000000  0.0   0.0 0.528934  -99
2004 125  35 20.40 2.440 1.037 0.002548 0.007558  0.149212  2.817038 0.003934 235.3 20.7 235.1 0.000000 0.000000  0.0   0.0 0.532557  -99
2004 126  36 19.45 2.304 1.008 0.002478 0.007350  0.156562  2.809688 0.003796 242.0 20.7 235.3 0.000000 0.000000  0.0   0.0 0.536112  -99
2004 127  37 22.15 2.713 1.095 0.003001 0.008902  0.165464  2.800786 0.004172 222.9 20.8 235.0 0.000000 0.000000  0.0   0.0 0.540842  -99
2004 128  38 22.95 2.836 1.121 0.003230 0.009581  0.175045  2.791205 0.004679 217.7 20.8 234.5 0.000000 0.000000  0.0   0.0 0.545744  -99
2004 129  39 22.95 2.846 1.123 0.003328 0.009871  0.184916  2.781334 0.004781 217.3 20.9 234.1 0.000000 0.000000  0.0   0.0 0.550833  -99
2004 130  40 22.90 2.840 1.121 0.003405 0.010101  0.195017  2.771233 0.005059 217.6 20.9 233.7 0.000000 0.000000  0.0   0.0 0.555876  -99
2004 131  41 23.55 2.924 1.139 0.003601 0.010681  0.205698  2.760552 0.005390 214.2 21.0 233.2 0.000000 0.000000  0.0   0.0 0.561167  -99
2004 132  42 25.10 3.193 1.196 0.004067 0.012063  0.217761  2.748489 0.005243 204.0 21.1 232.5 0.000000 0.000000  0.0   0.0 0.567987  -99
2004 133  43 25.50 3.288 1.216 0.004303 0.012764  0.230525  2.735725 0.006249 200.7 21.2 231.8 0.000000 0.000000  0.0   0.0 0.574502  -99
2004 134  44 24.95 3.194 1.196 0.004262 0.012641  0.243166  2.723083 0.006552 204.0 21.3 231.1 0.000000 0.000000  0.0   0.0 0.580592  -99
2004 135  45 24.20 3.049 1.166 0.004139 0.012276  0.255443  2.710807 0.006706 209.3 21.4 230.6 0.000000 0.000000  0.0   0.0 0.586162  -99
2004 136  46 24.80 3.143 1.185 0.004376 0.012980  0.268422  2.697828 0.006839 205.8 21.4 230.1 0.000000 0.000000  0.0   0.0 0.561634  -99
2004 137  47 24.50 3.092 1.175 0.004389 0.013020  0.281442  2.684808 0.007454 207.7 21.5 229.6 0.000000 0.000000  0.0   0.0 0.567200  -99
2004 138  48 25.65 3.310 1.221 0.004841 0.014358  0.295801  2.670449 0.007757 199.9 21.6 229.0 0.000000 0.000000  0.0   0.0 0.573801  -99
2004 139  49 23.80 2.963 1.147 0.004367 0.012954  0.308755  2.657495 0.007918 212.6 21.6 228.7 0.000000 0.000000  0.0   0.0 0.578836  -99
2004 140  50 24.55 3.100 1.176 0.004683 0.013892  0.322647  2.643603 0.008301 207.4 21.7 228.2 0.000000 0.000000  0.0   0.0 0.584427  -99
2004 141  51 24.65 3.122 1.181 0.004815 0.014283  0.336929  2.629321 0.008404 206.6 21.8 227.8 0.000000 0.000000  0.0   0.0 0.590306  -99
2004 142  52 24.30 3.055 1.167 0.004792 0.014214  0.351143  2.615107 0.008661 209.1 21.8 227.5 0.000000 0.000000  0.0   0.0 0.595859  -99
2004 143  53 24.85 3.163 1.189 0.005076 0.015056  0.366200  2.600050 0.009048 205.1 21.9 227.0 0.000000 0.000000  0.0   0.0 0.601867  -99
2004 144  54 25.10 3.209 1.199 0.005258 0.015597  0.381796  2.584454 0.009587 203.4 21.9 226.6 0.000000 0.000000  0.0   0.0 0.607877  -99
